,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,IndPremiumPlusTransferMinusCostsPMM_2014,TotalLossPMM,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,IndPremiumPlusTransferMinusCostsPMM_2015
522,99663,"Coventry Health Care of Virginia, Inc",VA,11965740.5,2743889.18,No,-2031737.44,230418,278477,64730853.85,69703444.71,280.927939,302.5086786,11.9083109,-21.58073961,-9.672428717,42.25815179,"Coventry Health Care of Virginia, Inc.",VA,14307294.04,1027646.58,No,-9528358.12,507146,329571,143754585.8,143169176.9,283.45799,282.3036698,2.026332811,1.154320255,3.180653066
523,82120,Humana Insurance Company,TN,7489285.27,275162.36,No,-1959826.68,297853,257648,65549030.12,69602919.01,220.0717472,233.682115,0.923819334,-13.61036783,-12.6865485,12.45768463,Humana Insurance Company,TN,8501816.89,618404.6,No,-2645066.63,296844,343106,78246627.84,83685155.47,263.5951134,281.9162775,2.08326461,-18.32116408,-16.23789947
525,92815,Local Initiative Health Authority for Los Angeles County,CA,347123.67,-31742828.09,Yes,,240012,,66111108,47084780,275.4491775,196.1767745,-132.2551709,79.27240305,-52.9827679,-51.53649159,Local Initiative Health Authority for Los Angeles County,CA,173346.94,-23491264.75,Yes,,187043,,57736325.1,33021025.18,308.6794218,176.542427,-125.592857,132.1369948,6.544137819
526,71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,Yes,2516711.91,213219,358876,66432191,79561707,311.5678762,373.1454842,56.28180608,-61.577608,-5.295801922,41.12081963,Kaiser Foundation Healthplan of the NW,OR,6778961.76,13259754.64,Yes,2707325.99,254073,327712,73999375,91876946,291.2524156,361.6163307,52.18875929,-70.3639151,-18.1751558
527,44965,"Humana Health Benefit Plan of Louisiana, Inc.",LA,7813491.4,482642.43,No,-119935.54,264141,363156,66514201.37,61711537.45,251.8132413,233.6310435,1.827215124,18.18219784,20.00941297,49.59017248,"Humana Health Benefit Plan of Louisiana, Inc.",LA,6599758.13,-2526804.46,No,-4759020.22,248033,434330,72076866.85,70634494.88,290.5938599,284.7786177,-10.18737208,5.815242206,-4.372129878
528,38344,Premera Blue Cross Blue Shield of Alaska,AK,19984669.96,5782175.12,Yes,-119931.53,146645,222340,66855354,90720294,455.8993079,618.6388489,39.42974612,-162.7395411,-123.3097949,12.96945058,Premera Blue Cross Blue Shield of Alaska,AK,14655165.1,12358455.76,Yes,1742413.11,143355,229779,78693115,105293849,548.9387534,734.4972202,86.20875282,-185.5584667,-99.34971393
529,39060,Time Insurance Company,CO,16138881.92,9288648.71,No,,251449,,67039154,85312278,266.6113367,339.2826299,36.94048777,-72.67129318,-35.73080541,28.45271459,Time Insurance Company,CO,5903506.26,6541514.95,No,,135223,,44349854,54965967,327.9756698,406.48386,48.37575671,-78.50819017,-30.13243346
530,46275,"Humana Medical Plan of Michigan, Inc.",MI,6808276.09,-25129449.51,No,,269299,,68045829.77,54511335.35,252.6776177,202.4193753,-93.31430681,50.2582424,-43.05606441,-17.77458884,"Humana Medical Plan of Michigan, Inc.",MI,5237342.47,-10842830.41,No,,210962,,60800064,49356249,288.2038661,233.9580067,-51.39707819,54.24585944,2.84878125
531,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,,,No,396272.46,263643,262202,69653710,50786215.42,264.1970771,192.6325198,,71.5645573,,0,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,2721897.49,-4821040.08,No,3892116.41,150570,144350,56191661.79,43181616.75,373.1929454,286.7876519,-32.01859653,86.40529348,54.38669695
532,57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,No,748544,239794,103447,70489796.54,56088935.8,293.9598011,233.9046673,-10.18676393,60.05513374,49.86836981,72.8413683,Presbyterian Health Plan,NM,5375417.38,-2390195.41,No,620026.82,223887,88730,67521634,63807149,301.5880064,284.9971146,-10.67590083,16.59089183,5.914991
533,20507,Optima Health Plan,VA,14833380.88,19660297.48,Yes,1872934.03,199052,546331,70503942,103007596,354.1986114,517.4908868,98.76965557,-163.2922754,-64.52261982,9.997509997,Optima Health Plan,VA,17769218.56,42170520.55,Yes,6375531.18,412840,389074,152207789,216307264.6,368.6846938,523.9493862,102.1473708,-155.2646924,-53.1173216
534,40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,Yes,3282304.3,218549,290550,71180668.95,65937328.2,325.6966124,301.7050099,19.25399837,23.99160257,43.24560094,68.27066649,Group Hospitalization and Medical Services Inc.,VA,8431776.3,11441513.48,Yes,9435152.4,195299,220770,76036999.8,85811732.92,389.3363499,439.3864429,58.58459839,-50.05009304,8.534505348
535,61836,Coordinated Care Corporation,WA,3216434.39,-24258945.68,No,,232541,,71555581.14,34938041.98,307.7116773,150.2446535,-104.3211549,157.4670237,53.14586881,66.97755609,Coordinated Care Corporation,WA,4033746.83,-34636348.44,No,,335837,,102415296.7,52321436.15,304.9553703,155.7941387,-103.1344028,149.1612316,46.02682882
536,57601,Anthem Health Plans of NH(Anthem BCBS),NH,,,No,1238434.39,214340,50049,71643123,49031339.24,334.2498974,228.7549652,,105.4949322,,0,Anthem Health Plans of NH(Anthem BCBS),NH,,,No,1336166.23,127889,45855,47145922,35682494.16,368.6472019,279.0114409,,89.63576101,
537,83978,Aetna Life Insurance Company,GA,2623982.14,-500123.69,No,-3143639.65,325926,270504,71679839.36,65252933.38,219.9267299,200.2078183,-1.534470064,19.71891159,18.18444153,26.23529399,Aetna Life Insurance Company,GA,6808764.85,-14644018.02,No,3485222.28,248398,365173,80536607.95,68980935.36,324.2240596,277.703264,-58.95384834,46.52079562,-12.43305272
538,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,No,8812791.52,135146,511038,73111581.68,103775430.1,540.9822095,767.8764455,243.0813131,-226.894236,16.18707709,120.5557146,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766,No,5736032.94,94349,713116,51681556.7,81121203.77,547.7700527,859.7992959,476.4837571,-312.0292432,164.4545139
539,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,No,-4403583.34,258022,398671,73447699.25,70625508.48,284.6567318,273.7189406,-24.35145968,10.93779123,-13.41366845,30.46445962,"CareFirst Blue Choice, Inc.",VA,9093733.33,-4690047.91,No,-4863412.73,291585,450153,88246618.16,84564349.17,302.6445742,290.016116,-16.08466797,12.62845822,-3.45620975
540,22444,Geisinger Health Plan,PA,14765963.46,1759834.57,Yes,-6627591.76,219034,138239,74406248.22,109587873.8,339.701819,500.3235744,8.034526923,-160.6217554,-152.5872285,-85.17320393,Geisinger Health Plan,PA,9210149.64,11417706.62,Yes,-2139258.77,247339,189426,87519010.48,115945179.4,353.8423398,468.7703088,46.16217669,-114.927969,-68.76579229
541,99308,"Humana Health Insurance Co of FL, Inc.",FL,547055.66,185940.22,No,-116650.43,332719,7632,74908404.3,58260377.32,225.1401462,175.1038484,0.558850622,50.03629784,50.59514846,52.23934569,"Humana Health Insurance Co of FL, Inc.",FL,1206801.28,-2261208.38,No,-124082.7,231548,7886,60196665.78,44044679.38,259.9748898,190.2183538,-9.765613955,69.75653601,59.99092206
542,77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,Yes,6543460.93,368323,374065,75631577,79709375,205.3403589,216.4116143,11.07796472,-11.07125539,0.006709328,29.45416004,Regence BlueCross BlueShield of Oregon,OR,5234032.69,5024567.08,Yes,5570483.58,281509,290080,62826201,68324502,223.1765272,242.7080555,17.84869073,-19.5315283,-1.682837565
543,84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,No,-72821.47,211549,65263,77520118,108667711,366.4404842,513.6763161,29.11599587,-147.2358319,-118.119836,-20.54466119,"WPS Health Plan, Inc.",WI,12630278.43,1825501.39,No,-1158565.4,215901,43139,88373512,114331132,409.3242366,529.5535083,8.455270656,-120.2292717,-111.7740011
544,71268,CoOportunity Health,IA,24918368.43,7585020.87,Yes,-3442183.75,202033,120387,77581782.78,146939182.5,384.005498,727.3028787,37.54347493,-343.2973807,-305.7539058,-182.4157955,CoOportunity Health,IA,504598.26,-1753954.62,Yes,-3537357.91,10554,18569,4079846.93,5848206.17,386.5687825,554.1222446,-166.1886128,-167.5534622,-333.742075
545,12028,Innovation Health Insurance Company,VA,8970576.3,-10851778.45,No,-656684.17,250797,49013,77956385.43,65164565.2,310.834601,259.829923,-43.26917168,51.00467801,7.735506326,43.50378226,Innovation Health Insurance Company,VA,9720705.61,-9421914.58,No,2094829.83,458023,120595,142090442.7,118565881.9,310.2255623,258.8644717,-20.57083286,51.3610906,30.79025774
546,48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,No,2604015.24,220640,283531,78176738.09,75661991.76,354.318066,342.9205573,1.647288479,11.39750875,13.04479723,37.77449361,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,No,688516.26,260198,210436,93504165.99,86563583.55,359.3577429,332.6835085,-15.05398612,26.67423439,11.62024827
547,29125,Tufts Associated Health Maintenance Org***,MA,9896287.04,,Yes,,159433,750718,79468831,77040674,498.4465638,483.2166114,,15.22995239,,62.0717608,Tufts Associated Health Maintenance Org,MA,5505443.18,,Yes,,129455,606516,68889815,68596735,532.1526013,529.8886486,,2.263952725,
548,94248,Blue Cross and Blue Shield of Kansas City,KS,11523299.72,8092802.17,Yes,1450193.47,332440,167621,80534884.03,87930153.72,242.2538925,264.4993193,24.34364749,-22.24542681,2.098220671,36.76101612,Blue Cross and Blue Shield of Kansas City,KS,10237463.22,12904886.1,Yes,827921.82,309590,114221,86715627.11,103606226.8,280.098282,334.6562447,41.68379502,-54.55796276,-12.87416774
549,68303,Humana Insurance Company,IL,8206407.61,8268175.79,No,4255065.52,337863,590776,81473162.42,84036077.38,241.1426005,248.7282638,24.47197767,-7.585663301,16.88631436,41.17547183,Humana Insurance Company,IL,3778188.26,4859821.84,No,1632766.92,86198,397474,30799902.73,25580582.55,357.3157467,296.7653838,56.37975173,60.55036289,116.9301146
551,77552,CareSource,OH,6919052.23,-2165055.8,Yes,,250740,,84336554,70915065.26,336.3506182,282.8231047,-8.634664593,53.52751352,44.89284893,72.48737804,Care Source,OH,9244613.09,-16752738.98,Yes,,489641,,160889855.3,130505937.4,328.587384,266.5339247,-34.21433046,62.05345937,27.83912891
552,62662,Time Insurance Company,FL,24416837.37,11930582.36,No,-119621.8,298430,1202,84718475,120565819,283.8805583,404.0003317,39.97782515,-120.1197735,-80.14194833,1.675688537,Time Insurance Company,FL,76121282.95,35074237.06,No,-112612.6,778753,2514,316317240,490160774,406.1842972,629.4175098,45.03897521,-223.2332126,-178.1942374
553,94084,GHMSI,MD,9970292.23,5177916.02,Yes,5641971.56,330002,350560,85024757.75,88465811.04,257.6492196,268.0765906,15.69055951,-10.42737102,5.263188496,35.47601215,GHMSI,MD,14153350.5,14549412.84,Yes,16049564.6,306744,244332,99853831.58,114469208.1,325.5282306,373.1750518,47.43177647,-47.64682119,-0.215044728
554,89942,Kaiser Foundation Health Plan of Georgia,GA,7879843.09,-745460.89,Yes,-2820212.21,292357,265388,86535871,85526652,295.9938397,292.5418307,-2.549830823,3.452009016,0.902178193,27.85498962,Kaiser Foundation Health Plan of Georgia,GA,8692894.13,2627520.08,Yes,-2393268.87,263617,242609,92779598,98734595,351.9484631,374.5380419,9.967187549,-22.58957882,-12.62239127
555,41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,No,-68109.07,306629,106103,86779779.41,96820132.31,283.0123028,315.7566059,-12.48435901,-32.74430305,-45.22866206,16.2693074,"Coventry Health Care of the Carolinas, Inc.",SC,16573921.48,-3234564.95,No,577520.93,377602,70456,118212881,132898521.8,313.0621157,351.9539669,-8.566069433,-38.89185121,-47.45792064
556,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,Yes,-728218.07,250366,106010,90029954,78063723,359.5933713,311.7984191,-44.81418276,47.79495219,2.980769434,28.10916319,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,10975922.03,-39306435.97,Yes,-1753706.42,591522,107302,204436285,184696053,345.6106197,312.2386877,-66.44966032,33.37193207,-33.07772825
557,18973,Coventry Health Care of Iowa Inc.,IA,13395052.4,-9236606.28,No,-142786.86,363736,73989,90284473.3,115208838,248.2142909,316.7375184,-25.39370939,-68.52322756,-93.91693695,-57.09063326,Coventry Health Care of Iowa Inc.,IA,23503386.5,-10780079.07,No,459305.01,616196,44953,201598194.8,218553382.6,327.1656986,354.681599,-17.49456191,-27.51590046,-45.01046237
558,18628,Aetna Health Inc. (a FL corp.),FL,1205126.79,-525058.02,No,389940.41,404615,883049,93742793.82,71993704.55,231.6839312,177.9313781,-1.297673146,53.75255309,52.45487995,55.43333302,Aetna Health Inc. (a FL corp.),FL,10360565.46,-28025200.75,No,5437975.83,485275,824836,153265045.8,124845466.8,315.8313241,257.2674603,-57.75117356,58.56386379,0.812690227
559,94815,"ConnectiCare Insurance Company, Inc. **",CT,13127918.24,-10948959.34,No,-7957364.87,263102,640290,94374795,81056000,358.700409,308.0782358,-41.61488449,50.62217315,9.007288656,58.90397602,"ConnectiCare Insurance Company, Inc.",CT,17822555.02,-26170707.17,No,-10932640.17,482538,790744,169320298,166089425.7,350.8952621,344.1996811,-54.23553621,6.695581073,-47.53995513
560,43198,CoOportunity Health,NE,46800412.98,-3258008.03,Yes,-3208840.42,319601,176495,95231501.03,196290044.8,297.969972,614.1721859,-10.19398572,-316.2022139,-326.3961996,-179.9623243,CoOportunity Health,NE,2009586.78,-10205123.79,Yes,-7075784.88,53942,33954,15877797.06,21803023.04,294.349432,404.19382,-189.1869747,-109.844388,-299.0313628
561,39159,Aetna Life Insurance Company,CT,5454083.6,2822391.74,No,2719970.89,394978,430042,98469600.06,92307381.1,249.304012,233.7025888,7.145693532,15.60142327,22.7471168,36.55569247,Aetna Life Insurance Company,CT,4544078.36,-621770.44,No,-610884.79,93291,433610,35918919.04,31853805.4,385.0201953,341.4456421,-6.664849128,43.57455317,36.90970404
562,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,Yes,-1311259.94,241900,7958,101860614,157754750,421.0856304,652.1486151,-90.68228417,-231.0629847,-321.7452689,-167.7711098,Common Ground Healthcare Cooperative,WI,32249872.02,194955.1,Yes,-2056055.51,396688,25483,161071543,222934983.9,406.040876,561.9907431,0.491457014,-155.9498672,-155.4584101
564,41304,Neighborhood Health Plan***,MA,11225924.12,,Yes,,293889,434996,104081193,100685485.5,354.1513735,342.5969856,,11.55438788,,38.19783701,Neighborhood Health Plan,MA,25517727.66,,Yes,,590554,549573,211691538.8,269160627.4,358.462628,455.7764868,,-97.31385885,
565,64198,Time Insurance Company,CA,45901082.37,19393416.27,No,,351232,,104985608,197653699,298.9067283,562.7439954,55.21540255,-263.8372671,-208.6218646,-77.93592941,Time Insurance Company,CA,65148241.89,63308434.85,No,,720760,,278139241,441889313,385.8971655,613.0880085,87.83566631,-227.190843,-139.3551767
566,28020,Time Insurance Company,TX,22207363.63,8299930.29,No,262942.05,400601,147385,105435637,127581498,263.193644,318.475236,20.71869588,-55.28159191,-34.56289602,20.87222179,Time Insurance Company,TX,17972249.76,13466856.6,No,298871.94,312094,79474,98748890,137450043,316.4075247,440.4123213,43.1500016,-124.0047966,-80.85479503
567,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,No,1050494.99,335976,500708,105525704,128600880,314.08703,382.7680549,1.74163098,-68.68102484,-66.93939386,-7.562813951,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,No,-305360.64,470448,468163,168011577,210195605,357.1310262,446.7988067,-6.881137511,-89.6677805,-96.54891801
568,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,No,-7051442.97,258158,512704,105618835,86780918.26,409.1247802,336.1542864,-94.76670597,72.97049381,-21.79621216,34.18128867,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,No,-14888625.2,179483,213554,84242801,80346158,469.3636779,447.6533042,-27.07635091,21.71037368,-5.365977223
569,33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,No,-382153.41,542601,78728,107410604,98689530.82,197.9550425,181.8823239,-0.12388923,16.07271859,15.94882936,21.38860102,Aetna Life Insurance Company,PA,4647588.91,-9332073.48,No,-361486.58,217406,107344,65677880.61,54041189.78,302.097829,248.5726695,-42.9246363,53.52515952,10.60052321
570,51485,Health Net Life Insurance Company,AZ,39878281.54,469.35,No,335791.07,383387,373703,114439203,190164372,298.495262,496.0115288,0.00122422,-197.5162669,-197.5150426,-93.49930517,Health Net Life Insurance Company,AZ,46215394.37,26294064.75,No,7584973.03,408507,346823,131907279,288203286,322.9009026,705.5039106,64.3662526,-382.603008,-318.2367554
571,61430,Coventry Health and Life,KS,18150600.47,-10156545.5,No,-84693.06,604296,102777,120717982,136996020.5,199.7663099,226.7035037,-16.80723602,-26.93719386,-43.74442988,-13.70848645,Coventry Health and Life,KS,19219397.06,-18755986.82,No,-684315.4,641288,66865,163491388.5,187931271.1,254.9422233,293.0528422,-29.24736908,-38.11061894,-67.35798802
572,78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,Yes,26430399.01,309097,2348642,121544742,145165193.2,393.22524,469.6428409,108.4428712,-76.41760095,32.02527025,114.5921203,"Excellus Health Plan, Inc.",NY,20303711.74,44746473.2,Yes,-2719871.69,334217,2172610,147028138.9,169661735.3,439.9181936,507.6394537,133.8844918,-67.72126014,66.16323167
573,19636,"HMO Louisiana, Inc.",LA,11532268.15,-12245987.34,No,-674763.59,337975,562886,124336446,107922906,367.8865182,319.322157,-36.23341176,48.56436127,12.33094951,46.45260984,"HMO Louisiana, Inc.",LA,18992557.99,-30654005.69,No,-1581186.14,599791,532442,224819726,202707594,374.8301092,337.963714,-51.10781204,36.86639513,-14.24141691
574,91450,"Health Net of Arizona, Inc.",AZ,26048764.45,-26088803.1,No,-2284176.05,567847,130857,124579161,170970269,219.3886047,301.0850969,-45.94336696,-81.69649219,-127.6398592,-81.76700176,"Health Net of Arizona, Inc.",AZ,12625077.68,1953496.4,No,-4432593.99,409710,94918,93736793,139654977.4,228.7881502,340.8629943,4.767997852,-112.0748442,-107.3068463
575,88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.9,Yes,-29376578.45,328572,234100,127188051.4,122147053.1,387.0933963,371.7512542,-11.74537666,15.34214206,3.596765397,78.29996999,Health Insurance Plan of Greater New York,NY,11925482.58,5515480.63,Yes,-36417583.95,273179,197242,112500247.5,110455976.4,411.8187983,404.3355324,20.18998763,7.483265917,27.67325354
576,56184,"MVP Health Plan, Inc.",NY,20053742.68,11938998.21,Yes,-2812217.01,364461,54533,127650637,129234736.3,350.2449837,354.5914002,32.75795822,-4.346416489,28.41154173,83.43455566,"MVP Health Plan, Inc.",NY,14469727.59,25548029.99,Yes,-2504923.46,391924,38763,154749651,148032955.5,394.8460696,377.7083197,65.18618403,17.13774992,82.32393395
578,81974,Wisconsin Physicians Svc Insurance Corp,WI,29569505.7,9253503.82,Yes,391472.58,415053,231523,129521835,159237537,312.0609537,383.6559114,22.29475228,-71.59495775,-49.30020547,21.94251703,Wisconsin Physicians Svc Insurance Corp,WI,18524573.8,5160942.97,Yes,183981.2,313928,226782,114358725,146607291.6,364.2832911,467.0092875,16.43989377,-102.7259964,-86.28610264
579,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,No,-663368.87,367520,514265,129839861.8,127342878.3,353.2865199,346.4923767,-16.02645426,6.794143176,-9.232311085,49.43476287,Compcare Health Serv Ins Co(Anthem BCBS),WI,11971973.11,9974580.81,No,-212388.05,255521,452760,98165560.27,102318346.9,384.178053,400.4302852,39.03624677,-16.25223222,22.78401454
580,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,Yes,1212948.58,473250,300717,132385147,160136586.3,279.7361796,338.3763049,13.22504355,-58.6401253,-45.41508175,-8.730903708,Blue Cross Blue Shield of New Mexico,NM,25478424.19,14139955.41,Yes,4123735.82,402278,245781,135578668,184280106.4,337.0272995,458.0914353,35.14971092,-121.0641357,-85.91442483
581,26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.7,No,-33465842.73,218868,1915952,136455382.8,182681607.2,623.4597237,834.6656761,234.9181548,-211.2059524,23.71220233,196.4658423,"Oxford Health Plans (NY), Inc.",NY,37053494.34,75516356.91,No,-34043889.75,259030,1206429,159105636,239192567.1,614.2363278,923.4164657,291.535177,-309.1801378,-17.64496078
582,38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,Yes,-545101.95,291458,122979,136470890,159303095,468.2351831,546.573074,-16.36288158,-78.33789088,-94.70077246,53.22408649,"Security Health Plan of Wisconsin, Inc.",WI,31487056.36,-10390482.3,Yes,-900331.9,368674,125902,169150496,230112614,458.8077706,624.1628485,-28.18338776,-165.3550779,-193.5384657
583,31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,Yes,-413253.52,374909,491027,136496369.6,161435614,364.0786687,430.5994628,0.343165115,-66.52079411,-66.177629,5.33383437,Highmark Blue Cross Blue Shield West Virginia,WV,33457193.36,-71601.45,Yes,1261985.57,511698,473363,213700381,278020361,417.629893,543.3289968,-0.139929118,-125.6991038,-125.8390329
584,85629,"Oxford Health Insurance, Inc.",NY,,,No,145248013.8,247763,4746318,136885134.4,140990494.9,552.4841659,569.0538737,,-16.56970774,,0,"Oxford Health Insurance, Inc.",NY,,,No,315374419.9,175060,4079290,102949591.4,111681758.5,588.0817514,637.9627471,,-49.88099566,
585,62141,Celtic Insurance Company,AR,6888210.15,-8621410.48,No,,343956,,140041687.7,125826699.3,407.1500067,365.8220799,-25.06544581,41.32792683,16.26248102,36.28890925,Celtic Insurance Company,AR,8196167.49,-10893205.76,No,,511698,,178753728.3,191626223.4,349.3344283,374.4908587,-21.2883493,-25.15643036,-46.44477966
586,97879,Rocky Mountain HMO,CO,54104079.51,13887675.22,Yes,-16089.07,317751,166386,143359065,192086392,451.1679428,604.5186073,43.7061574,-153.3506645,-109.6445071,60.62743384,Rocky Mountain HMO,CO,32893237.64,18515843.4,Yes,-2204692.42,310694,157000,141690627,212669755,456.045585,684.499073,59.59511095,-228.453488,-168.8583771
587,30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,Yes,-250657.2,450309,399124,143510696,181347286.3,318.6938214,402.7174369,-9.505981848,-84.02361556,-93.52959741,-5.290193045,Blue Cross and Blue Shield of Montana,MT,29263271.43,-4708322.25,Yes,-89903.73,555866,374972,174623320.2,233970780.9,314.1464313,420.9121999,-8.470246876,-106.7657685,-115.2360154
588,11177,MetroPlus Health Plan,NY,4200475.38,-54033594.1,No,-1169658.09,399516,6897,144984418,77121222.22,362.9001542,193.0366299,-135.2476349,169.8635243,34.61588943,45.12979971,MetroPlus Health Plan,NY,5191276.87,-30578616.79,No,-1666323.89,286497,6620,115991995.6,82911394.42,404.8628628,289.3970772,-106.7327644,115.4657856,8.733021253
589,76962,"ConnectiCare Benefits, Inc. **",CT,22088564.32,-6289036.98,No,,302364,,145886000,127959000,482.4846873,423.1952217,-20.7995561,59.28946568,38.48990958,111.5428005,"ConnectiCare Benefits, Inc.",CT,20637447.76,4456584.71,No,,439258,,194807925.7,183674757.7,443.4931764,418.1477803,10.14571097,25.3453961,35.49110707
590,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.3,-5300321.87,No,182178.31,389176,553020,147211030,110413843.2,378.2633821,283.7118507,-13.61934413,94.55153144,80.93218731,121.1390996,Matthew Thornton Hlth Plan(Anthem BCBS),NH,8351137.21,156537.94,No,1480182.4,359424,436267,125557357,90778872.65,349.3293631,252.5676434,0.43552445,96.76171972,97.19724417
591,15287,Blue Cross & Blue Shield of Rhode Island,RI,23394916.92,570729.73,Yes,2903419.54,413678,633682,147318626,143930445,356.1190733,347.9286909,1.379647286,8.190382375,9.570029661,66.12347683,Blue Cross & Blue Shield of Rhode Island,RI,11366007.86,9680258.57,Yes,5753305.59,297884,586445,117073563,118616160.3,393.017292,398.1958088,32.4967389,-5.178516805,27.31822209
592,80473,Group Health Cooperative,WA,25307015.16,890216.02,Yes,-1709657.09,428008,168274,148391467.6,123818071.4,346.702556,289.2891521,2.079905095,57.41340396,59.49330905,118.620744,Group Health Cooperative,WA,15413893.81,-9944277,Yes,-3747729.11,445529,162864,155309681.9,138406445.2,348.5961226,310.6564224,-22.32015649,37.93970022,15.61954373
593,70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,No,5446786.21,374925,1710639,150328937.3,258954771,400.9573576,690.6841928,112.9815085,-289.7268352,-176.7453267,-17.62769887,Highmark Health Insurance Company,PA,37266490.45,51852279.7,No,777889.23,330905,1156811,144478467,261705910,436.6161497,790.8792856,156.6983868,-354.2631359,-197.5647491
594,99969,Medical Health Insuring Corp. of Ohio,OH,45396359.92,9233566.61,No,-614504.61,370847,11141,151602447,189452476.1,408.8005215,510.8642543,24.89858785,-102.0637328,-77.1651449,45.24749406,Medical Health Insuring Corp. of Ohio,OH,39155019.99,21390181.45,No,98427.31,578453,8726,232610640.7,277168184.5,402.1253943,479.1542001,36.97825312,-77.0288058,-40.05055268
595,48963,Humana Insurance Company,MS,24487153.98,1064234.77,No,-492484.94,390056,37314,152150993.7,149026273.2,390.0747423,382.0637888,2.72841533,8.010953555,10.73936889,73.51792884,Humana Insurance Company,MS,18785123.87,13191678.23,No,-52010.25,336079,32615,141591436.3,146082350.7,421.3040276,434.6667025,39.25171829,-13.36267485,25.88904344
596,23841,Aetna Life Insurance Company,FL,32190446.23,20415906.73,No,1330151.83,409905,92602,152776589.5,175865983.9,372.7121882,429.040836,49.80643498,-56.32864786,-6.522212879,72.00926693,Aetna Life Insurance Company,FL,731464.13,-2790586.53,No,1289962.56,34529,112153,12535255.49,10352181.89,363.0355785,299.811228,-80.81863159,63.22435055,-17.59428104
