,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
36,34673,Aetna Life Insurance Company,WA,No,-4980835.16,274491,93325168.67,78530393.28,339.9935469,286.0946016,-18.14571392,53.89894528,35.75323136,Aetna Life Insurance Company,WA,No,-4146219.54,221783,83009586.27,62623570.31,374.2829084,282.3641592,-18.69493848,91.91874923,73.22381075,Aetna Life Insurance Company,WA,No,-202254.3,133082,51245719.16,41972024.79,385.0687483,315.3846861,-1.51977202,69.68406223,68.16429021
6,42529,"UnitedHealthcare of Illinois, Inc.",IL,No,-724765.7,40461,18023120.36,11899183.44,445.4442639,294.0901965,-17.91269865,151.3540674,133.4413687,"United Healthcare of Illinois, Inc.",IL,No,-1185146.24,35480,16159785.94,8891532.15,455.461836,250.6068813,-33.40321984,204.8549546,171.4517348,"UnitedHealthcare of Illinois, Inc.",IL,No,-547051.46,25446,12182350.19,8531505.76,478.7530531,335.2788556,-21.49852472,143.4741975,121.9756728
66,18699,UnitedHealthcare Insurance Company,WA,No,-4690024.61,262176,102021104.2,76922312.9,389.1321257,293.3995213,-17.88884036,95.73260443,77.84376407,United Healthcare Insurance Company,WA,No,-2911146.39,220908,94612035.36,71264180.74,428.2870487,322.5966499,-13.178094,105.6903988,92.51230481,UnitedHealthcare Insurance Company,WA,No,-611615.77,186882,82476903.15,62238883.72,441.3314452,333.0384078,-3.272737717,108.2930375,105.0202998
17,73987,Aetna Health Inc. (a PA corp.),DC,No,-239619.32,13487,4964111.28,2505012.86,368.066381,185.7353644,-17.76668792,182.3310165,164.5643286,Aetna Health Inc. (a PA corp.),DC,No,-905578.03,7469,3124897.2,1293779.21,418.3822734,173.2198701,-121.2448828,245.1624033,123.9175204,Aetna Health Inc. (a PA corp.),DC,No,-521995.34,6945,2584382.41,1924480.07,372.1212973,277.1029618,-75.16131605,95.01833549,19.85701944
21,40586,"Bluegrass Family Health, Inc.",KY,Yes,-1254224.27,71709,23061489,23443752,321.5982513,326.9290047,-17.49047219,-5.330753462,-22.82122565,"Bluegrass Family Health, Inc.",KY,Yes,-1208814.63,57606,20844436,19114650.37,361.8448773,331.8170047,-20.98417925,30.02787262,9.043693365,Bluegrass Family Health,KY,Yes,-1696866.11,54787,23108711,19904326,421.7918667,363.3038129,-30.97205742,58.48805374,27.51599631
379,26420,"Oxford Health Plans (NY), Inc.",NY,No,-33465842.73,1915952,1009055584,806322474.2,526.6601585,420.8469075,-17.46695258,105.813251,88.34629838,"Oxford Health Plans (NY), Inc.",NY,No,-34043889.75,1206429,667025274.7,492882239.2,552.8922752,408.5464119,-28.2187263,144.3458633,116.127137,"Oxford Health Plans (NY), Inc.",NY,No,-9938585.16,953675,568741129.7,430273674.8,596.3678713,451.1743254,-10.4213544,145.1935459,134.7721915
168,58288,"Humana Health Plan, Inc.",IL,No,-1028302.66,58894,23482388.61,18517906.44,398.7229363,314.4277251,-17.46022787,84.29521123,66.83498336,"Humana Health Plan, Inc.",IL,No,-1525019.48,44797,18041254.99,15167399.15,402.7335534,338.5806896,-34.04289305,64.15286381,30.10997076,"Humana Health Plan, Inc.",IL,No,-2268324.01,33528,13268776.77,10461243.37,395.7521108,312.0151327,-67.65461733,83.73697805,16.08236071
373,91450,"Health Net of Arizona, Inc.",AZ,No,-2284176.05,130857,35206892,29333017,269.048595,224.160855,-17.45551289,44.88774005,27.43222716,"Health Net of Arizona, Inc.",AZ,No,-4432593.99,94918,27815453,24120460.08,293.0471881,254.1189245,-46.69919288,38.92826355,-7.770929328,"Health Net of Arizona, Inc.",AZ,No,-2809420.3,48583,18042185.5,13801196.73,371.3682873,284.074609,-57.82722969,87.29367824,29.46644855
123,23489,UnitedHealthcare Insurance Company,PA,No,-2928219.72,171118,62245797.95,47766395.47,363.759499,279.143021,-17.11228345,84.61647799,67.50419453,United Healthcare Insurance Company,PA,No,-5371431.92,219495,83756827,62023448.13,381.5887697,282.5733986,-24.47177348,99.01537106,74.54359758,UnitedHealthcare Insurance Company,PA,No,-6368539.3,259434,101522000.2,81590633.14,391.3211075,314.4947584,-24.54782064,76.82634913,52.27852849
71,74222,UnitedHealthcare Insurance Company,NV,No,-872086.46,51171,22195838.96,14993491.76,433.758163,293.0075973,-17.0425917,140.7505658,123.707974,United Healthcare Insurance Company,NV,No,1288122.46,71381,31284065.41,20644289.53,438.2688028,289.2126691,18.0457329,149.0561337,167.1018666,UnitedHealthcare Insurance Company,NV,No,538856.08,76363,34540535.47,23895294.18,452.3203053,312.9171743,7.056507471,139.403131,146.4596384
516,19046,Federated Mutual Insurance Company,TX,No,-727599.82,42925,18750442.5,14447728.98,436.8186954,336.5807567,-16.95049086,100.2379387,83.28744787,Federated Mutual Insurance Company,TX,No,-15045.63,53397,23236419.75,18592446.54,435.163394,348.1927176,-0.281769201,86.97067644,86.68890724,Federated Mutual Insurance Company,TX,No,-1267391.46,61753,27953411.65,24109418.96,452.6648365,390.4169669,-20.52356096,62.24786958,41.72430862
92,53357,Aetna Life Insurance Company,ME,No,-2225221.04,133557,46338910.54,39936352.39,346.959804,299.0210351,-16.66120862,47.93876884,31.27756022,Aetna Life Insurance Company,ME,No,1790597.54,164744,58438186.05,48521145.02,354.7211798,294.5245048,10.86896967,60.19667502,71.0656447,Aetna Life Insurance Company,ME,No,713025.5,145387,51812740.6,44872114.88,356.3780847,308.6391141,4.90432776,47.73897061,52.64329837
271,83761,Alliant Health Plans,GA,Yes,-1464662.42,87967,49962801,40197875,567.9720918,456.9653961,-16.65013494,111.0066957,94.35656076,Alliant Health Plans,GA,Yes,22552.36,65417,29873400,22085910.7,456.6611126,337.6172967,0.344747696,119.0438158,119.3885635,Alliant Health Plans,GA,Yes,-246485.61,46729,23223688.5,16064253.07,496.9866357,343.7748094,-5.274788889,153.2118263,147.9370374
250,63312,Colorado Choice Health Plans,CO,Yes,-534596.16,32144,11849046,9596015,368.62388,298.5320744,-16.6312892,70.09180562,53.46051643,Colorado Choice Health Plans,CO,Yes,-1750013.59,29964,12225711,7771165,408.013316,259.3500534,-58.40387098,148.6632626,90.2593916,Colorado Choice Health Plans,CO,Yes,28711.53,40243,16373991,16011581,406.8779912,397.8724499,0.713454017,9.005541336,9.718995353
114,54297,UnitedHealthcare Ins Co of New York,NY,No,-454374,27664,14852724.11,11802739.31,536.8971989,426.6461578,-16.42473973,110.2510411,93.82630133,United Healthcare Ins Co of New York,NY,No,-207851.87,29968,19604050.58,12609030.69,654.1661299,420.7498228,-6.935793847,233.4163071,226.4805132,UnitedHealthcare Insurance Company of New York,NY,No,154548.48,83027,54416818.18,39452527.07,655.4111094,475.1770758,1.861424356,180.2340336,182.095458
248,86052,"CareFirst BlueChoice, Inc.",DC,No,-6732251.48,411734,152269134.8,104965401.5,369.8240485,254.9349859,-16.35097291,114.8890626,98.53808969,"CareFirst Blue Choice, Inc.",DC,No,-10757047.29,440289,175060695.4,112389507.4,397.6040632,255.2630372,-24.43178751,142.341026,117.9092385,CareFirst BlueChoice,DC,No,-12225393.95,447410,186170523.1,125006402.6,416.1072017,279.4001086,-27.32481158,136.707093,109.3822815
306,74320,Humana Health Plan,CO,No,-2841602.51,173854,66526525.99,51868806.79,382.6574366,298.3469278,-16.34476348,84.31050882,67.96574534,Humana Health Plan,CO,No,3278864.95,215339,84339917.42,67349024.82,391.6611363,312.7581387,15.22652631,78.9029976,94.12952391,Humana Health Plan,CO,No,-1635879.75,209696,81960440.16,56969383.84,390.8536174,271.6760636,-7.801196732,119.1775538,111.3763571
345,99308,"Humana Health Insurance Co of FL, Inc.",FL,No,-116650.43,7632,5754879.871,4584992.012,754.0461047,600.7589114,-15.28438548,153.2871933,138.0028078,"Humana Health Insurance Co of FL, Inc.",FL,No,-124082.7,7886,4977924.16,3079474.066,631.2356277,390.4988671,-15.73455491,240.7367606,225.0022057,"Humana Health Insurance Co of FL, Inc.",FL,No,-110820.97,6407,3990402.64,2391427.54,622.819204,373.2523084,-17.29685812,249.5668956,232.2700375
490,82649,Federated Mutual Insurance Company,MI,No,-1658184.03,111131,36012759.12,29782304.61,324.0568259,267.9927708,-14.92098541,56.06405512,41.14306971,Federated Mutual Insurance Company,MI,No,-4753200.26,154861,52554027.17,44195708.46,339.3625714,285.3895329,-30.69333312,53.97303847,23.27970535,Federated Mutual Insurance Company,MI,No,-1167684.94,158604,59534300.26,51340177.24,375.3644313,323.7003937,-7.362266652,51.6640376,44.30177095
217,62210,"South Dakota State Medical Holding Company, Inc.",SD,No,-2099623.45,142243,53123340,44808736,373.4689229,315.0154032,-14.76082092,58.45351968,43.69269876,DAKOTACARE,SD,No,-1242844.35,141466,55226317,40532615,390.3857959,286.5184214,-8.785463292,103.8673745,95.0819112,"South Dakota State Medical Holding Company, Inc.",SD,No,-1768952.72,120290,53609077,48484519,445.6652839,403.063588,-14.70573381,42.6016959,27.89596209
59,59025,Harvard Pilgrim Health Care of NE,NH,Yes,-2973746.39,203288,86396830,60772496.97,424.9971961,298.9477833,-14.62824362,126.0494128,111.4211692,Harvard Pilgrim Health Care of NE,NH,Yes,-843133.48,258618,112544476.4,84678770.22,435.1765012,327.4279834,-3.260150028,107.7485178,104.4883678,Harvard Pilgrim Health Care of NE,NH,Yes,-2597413.63,319000,136840461.1,112153353.4,428.9669627,351.5779103,-8.142362476,77.38905235,69.24668987
496,38420,Federated Mutual Insurance Company,MS,No,-32739.65,2273,989775.43,572936.1416,435.4489353,252.0616549,-14.40371755,183.3872804,168.9835629,Federated Mutual Insurance Company,MS,No,-75474.34,5018,1808367.4,1195300.911,360.3761259,238.2026527,-15.0407214,122.1734733,107.1327519,Federated Mutual Insurance Company,MS,No,351118.53,6518,2563693.79,2386907.85,393.3252209,366.2024931,53.86905953,27.12272783,80.99178736
367,77606,"AmeriHealth HMO, Inc.",NJ,No,-7051442.97,512704,217569461,181673109,424.3568628,354.3430693,-13.75343857,70.01379353,56.26035496,"AmeriHealth HMO, Inc.",NJ,No,-14888625.2,213554,100878313,76374543,472.3784757,357.6357408,-69.71831574,114.7427349,45.02441912,AmeriHealth HMO,NJ,No,-13205635.95,206283,101844922,71993263,493.7145669,349.0024045,-64.01708308,144.7121624,80.69507933
280,67243,"Vantage Health Plan, Inc.",LA,No,-195880.47,14426,5840769,3988248,404.8779287,276.4624983,-13.57829405,128.4154305,114.8371364,"Vantage Health Plan, Inc.",LA,No,-33096.77,15385,6895025,5255281.75,448.1654209,341.5847741,-2.151236269,106.5806467,104.4294105,Vantage Health Plan,LA,No,206362.72,12090,5844479,5151166,483.4143093,426.0683209,17.06887676,57.34598842,74.41486518
307,60612,"Kaiser Foundation Health Plan, Inc.",HI,Yes,-4366914.44,321645,114632579,91878358,356.3947178,285.6514418,-13.57681431,70.74327597,57.16646166,"Kaiser Foundation Health Plan, Inc.",HI,Yes,-6719908.37,325505,119285877,86533763,366.464039,265.8446506,-20.64456266,100.6193883,79.97482567,"Kaiser Foundation Health Plan, Inc.",HI,Yes,-7404335.42,337455,133661771,108822491,396.0876887,322.4800077,-21.94169717,73.60768102,51.66598385
349,12028,Innovation Health Insurance Company,VA,No,-656684.17,49013,20141344,14391576.17,410.9388122,293.6277349,-13.39816314,117.3110773,103.9129141,Innovation Health Insurance Company,VA,No,2094829.83,120595,48829262.52,36217602.87,404.9028776,300.3242495,17.37078511,104.5786281,121.9494132,Innovation Health Insurance Company,VA,No,-3471411.72,116889,49891968.42,33517146.22,426.8320237,286.7433738,-29.69836101,140.0886499,110.3902889
46,72982,The Health Plan of the Upper Ohio Valley,WV,Yes,-127889.82,9648,7922848,6809654,821.1907131,705.8099088,-13.25557836,115.3808043,102.125226,The Health Plan of the Upper Ohio Valley,WV,Yes,-553884.06,13466,7247488,6468658,538.2064459,480.3696718,-41.1320407,57.8367741,16.7047334,The Health Plan of the Upper Ohio Valley,WV,Yes,105296.48,15249,7046003,7667015,462.0632828,502.7880517,6.905140009,-40.72476884,-33.81962883
391,48963,Humana Insurance Company,MS,No,-492484.94,37314,13415491.9,9324682.896,359.5297181,249.8977032,-13.19839578,109.6320149,96.43361912,Humana Insurance Company,MS,No,-52010.25,32615,12533789.04,9322010.694,384.2952335,285.8197361,-1.594672697,98.47549735,96.88082465,Humana Insurance Company,MS,No,-202527.52,30904,12437289.34,8349688.972,402.4491762,270.1814966,-6.553440331,132.2676795,125.7142392
244,67129,Aetna Life Insurance Company,OH,No,-593316.79,45162,18860346.01,12409519.73,417.6153848,274.7779047,-13.13752247,142.8374802,129.6999577,Aetna Life Insurance Company,OH,No,-481369.85,68312,27539607.39,19345889.4,403.1445045,283.1989899,-7.046636755,119.9455146,112.8988778,Aetna Life Insurance Company,OH,No,-468332.98,132006,45264294.86,36673584.67,342.8957385,277.8175588,-3.547815857,65.0781797,61.53036385
162,68541,Coventry Health and Life,MD,No,-1991429.33,156529,52634356.17,45762112.11,336.2594546,292.3554875,-12.72243054,43.90396706,31.18153652,Coventry Health and Life,MD,No,-1649007.49,98885,34711015,27253492.47,351.0240684,275.6079534,-16.67601244,75.41611498,58.74010254,Coventry Health and Life,MD,No,-540405.53,22729,9803682.16,8068332.43,431.329234,354.9796485,-23.77603634,76.34958555,52.57354921
283,67183,"Total Health Care USA, Inc.",MI,Yes,-1225249.24,96901,33847623,23950983,349.3010702,247.1696164,-12.64434051,102.1314538,89.48711324,"Total Health Care USA, Inc.",MI,Yes,192637.06,93468,35204187,22739727,376.644274,243.288901,2.060994779,133.355373,135.4163677,Total Health Care,MI,Yes,911860.92,81384,32379569,20074011,397.8616067,246.6579549,11.20442495,151.2036518,162.4080768
360,94815,"ConnectiCare Insurance Company, Inc. **",CT,No,-7957364.87,640290,279172554,202598000,436.0095488,316.415999,-12.42775128,119.5935498,107.1657985,"ConnectiCare Insurance Company, Inc.",CT,No,-10932640.17,790744,328139662.5,247105313.2,414.9758487,312.4972345,-13.82576431,102.4786142,88.65284989,"ConnectiCare Insurance Company, Inc.",CT,No,-3713490.75,665995,308737636.9,251945876.1,463.5735057,378.2999514,-5.575853798,85.27355431,79.69770051
279,96601,"Coventry Health Care of Illinois, Inc.",IL,No,-1048560.53,84585,29279045,23825303.87,346.1493764,281.6729192,-12.39653047,64.47645717,52.0799267,"Coventry Health Care of Illinois, Inc.",IL,No,127525.13,61975,24583217.04,18481081.59,396.6634456,298.202204,2.057686648,98.46124163,100.5189283,"Coventry Health Care of Illinois, Inc.",IL,No,728924.09,37281,16029784.82,12162285.98,429.9719648,326.2328258,19.55216035,103.739139,123.2912993
303,46958,Humana Insurance Company,UT,No,-1107146.32,89646,22270139.81,16626065.5,248.4231289,185.4635511,-12.35020324,62.95957778,50.60937454,Humana Insurance Company,UT,No,-414144.63,59382,16142391.26,12561910.37,271.8398043,211.5440768,-6.974245226,60.29572749,53.32148227,Humana Insurance Company,UT,No,-513885.76,28720,8998696.401,7163250.029,313.3250836,249.4167837,-17.89295822,63.90829986,46.01534164
158,39364,Medica Insurance Company,ND,No,-987988.94,80761,28620677.36,22932444.55,354.3873573,283.9544403,-12.23349067,70.432917,58.19942633,Medica Insurance Company,ND,No,-79596.59,64618,24704142.36,18618149.23,382.3105382,288.1263615,-1.231802129,94.1841767,92.95237457,Medica Insurance Company,ND,No,634824.54,52001,20069057.71,17663438.2,385.9359957,339.6749716,12.20792946,46.26102402,58.46895348
309,38234,Aetna Life Insurance Company,VA,No,-1438865.46,120318,45935331.34,33857961.34,381.7827037,281.4039573,-11.95885454,100.3787463,88.41989179,Aetna Life Insurance Company,VA,No,-3364075.44,156276,59765630.23,49374957.67,382.4363961,315.9471555,-21.52650081,66.48924057,44.96273977,Aetna Life Insurance Company,VA,No,-5705192.92,172740,69946821.18,50577754.24,404.9254439,292.7970027,-33.02763066,112.1284412,79.10081058
155,90117,UnitedHealthcare Insurance Company,RI,No,-1740424.21,145710,55044220.47,47147746.23,377.765565,323.5724812,-11.94443902,54.1930838,42.24864477,United Healthcare Insurance Company,RI,No,-1255163.31,88977,39024176.59,27300493.97,438.587237,306.8264155,-14.10660407,131.7608216,117.6542175,UnitedHealthcare Insurance Company,RI,No,-1875286.65,48506,23727362.63,15754578.6,489.1634567,324.7964912,-38.66092133,164.3669655,125.7060442
341,83978,Aetna Life Insurance Company,GA,No,-3143639.65,270504,104309548.9,86694876.7,385.6118538,320.4938807,-11.6214165,65.11797312,53.49655661,Aetna Life Insurance Company,GA,No,3485222.28,365173,154628760.3,120705011.8,423.4397403,330.5419946,9.544030583,92.89774573,102.4417763,Aetna Life Insurance Company,GA,No,11869948.22,332786,155016522.4,128887105.4,465.8144345,387.2972583,35.66841219,78.5171762,114.1855884
343,10207,"CareFirst BlueChoice, Inc.",VA,No,-4403583.34,398671,143862621.8,106451234.2,360.8554969,267.0152436,-11.04565755,93.84025324,82.79459569,"CareFirst Blue Choice, Inc.",VA,No,-4863412.73,450153,169995728.3,122440452.2,377.6398875,271.9974147,-10.80391051,105.6424729,94.83856238,CareFirst BlueChoice,VA,No,-4478166.05,461822,189266815,137117701.1,409.8263292,296.9059532,-9.69673608,112.920376,103.22364
181,31552,Aetna Life Insurance Company,TN,No,-866977.39,80172,27456433.94,23340593.77,342.4691157,291.1314894,-10.81396735,51.33762623,40.52365888,Aetna Life Insurance Company,TN,No,256967.28,64634,24976531.29,20052111.51,386.430227,310.2409182,3.975729183,76.18930872,80.16503791,Aetna Life Insurance Company,TN,No,-113561.26,24444,10281253.97,6277307.46,420.6044007,256.8036107,-4.645772378,163.80079,159.1550176
79,84867,Aetna Health Inc. (a PA corp.),OH,No,-1613799.56,150187,60634126.42,45339287.07,403.7242,301.8855631,-10.74526797,101.8386368,91.09336887,Aetna Health Inc. (a PA corp.),OH,No,-2831979.85,170265,67777147.5,51656912.33,398.0685843,303.3912567,-16.63277744,94.67732752,78.04455008,Aetna Health Inc. (a PA corp.),OH,No,-3900742.74,220594,78069727.69,61104088.05,353.9068501,276.9979603,-17.68290497,76.90888982,59.22598484
512,33609,Federated Mutual Insurance Company,SC,No,-166720.12,15630,6664397.72,5681334.055,426.3850109,363.489063,-10.66667434,62.89594786,52.22927351,Federated Mutual Insurance Company,SC,No,1063092.09,22243,9685303.01,9744416.523,435.431507,438.0891302,47.79445623,-2.657623207,45.13683303,Federated Mutual Insurance Company,SC,No,-547629.18,21013,9665704.37,7580384.96,459.9868829,360.7473926,-26.06144672,99.23949032,73.17804359
355,89942,Kaiser Foundation Health Plan of Georgia,GA,Yes,-2820212.21,265388,93245854,85180559,351.3567079,320.9661288,-10.62675106,30.39057908,19.76382802,Kaiser Foundation Health Plan of Georgia,GA,Yes,-2393268.87,242609,90601921,77414059,373.4483098,319.0898071,-9.864715942,54.35850278,44.49378683,"Kaiser Foundation Health Plan of Georgia, Inc.",GA,Yes,-2129295.27,127676,53225607,42161342,416.8802829,330.2213572,-16.6773338,86.65892572,69.98159192
198,53524,Coventry Health and Life,OK,No,-977664.58,92540,30198553,22024294.11,326.3297277,237.997559,-10.56477826,88.33216868,77.76739043,Coventry Health and Life,OK,No,-816839.4,47711,18350842.61,10959056.84,384.624984,229.6966494,-17.12056758,154.9283346,137.807767,Coventry Health and Life,OK,No,-53793.64,20996,8610372.57,6672483.33,410.0958549,317.7978343,-2.562089922,92.29802058,89.73593065
483,67920,Southeastern Indiana Health Organization,IN,Yes,-840621.54,80965,35618277,25919627.93,439.9219045,320.1337359,-10.38252998,119.7881686,109.4056386,Southeastern Indiana Health Organization,IN,Yes,-852678.23,66436,29003530,24771189.53,436.5634596,372.8579314,-12.8345811,63.70552818,50.87094708,Southeastern Indiana Health Organization,IN,Yes,-633214.19,52458,24974478.27,19850163,476.0852162,378.4010637,-12.07087937,97.68415246,85.61327309
14,50735,Medical Associates Health Plans,IA,No,-285469.43,27522,10012411,9014187,363.7966354,327.5265969,-10.37240862,36.27003851,25.8976299,Medical Associates Health Plans,IA,No,370973.92,26641,10086788,8950472,378.6189708,335.9660673,13.92492474,42.65290342,56.57782816,Medical Associates Health Plans,IA,No,197922.92,24406,9440013,8344653,386.7906662,341.9098992,8.109600918,44.88076702,52.99036794
140,57637,Medica Insurance Company,WI,No,-890267.24,87023,37000455.77,27878822.3,425.1801911,320.3615401,-10.23025223,104.818651,94.58839881,Medica Insurance Company,WI,No,355871.33,84479,38410005.37,35230574.46,454.6692713,417.0335167,4.212541933,37.63575457,41.8482965,Medica Insurance Company,WI,No,-1998867.88,77183,38553135.46,31448421.7,499.5029405,407.4526994,-25.89777386,92.05024112,66.15246725
388,80473,Group Health Cooperative,WA,Yes,-1709657.09,168274,66816393.99,45522791,397.0690302,270.5277761,-10.15995989,126.5412541,116.3812942,Group Health Cooperative,WA,Yes,-3747729.11,162864,64623688.63,45499107.78,396.795416,279.3687235,-23.01140283,117.4266925,94.41528969,Group Health Cooperative,WA,Yes,-5999091.94,195093,71531098.68,55446232.59,366.6512826,284.2041108,-30.74990871,82.44717181,51.6972631
241,16698,Prominence HealthFirst,NV,No,-844787.93,83744,33046494,28170420,394.6132738,336.3873233,-10.08774276,58.22595052,48.13820775,Prominence Health First,NV,No,-1767200.16,68033,31004117.23,21015798.05,455.7217414,308.9059434,-25.97563183,146.8157979,120.8401661,Prominence HealthFirst,NV,No,-2389813.59,119288,43692640.92,32569482.25,366.278594,273.032344,-20.03398154,93.24625,73.21226846
