,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndLossAPMM,IndLossBPMM,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
35,56726,UnitedHealthcare Insurance Company,OH,,,No,2231396.77,5787,552184,3022644.73,2752242.21,233412943.4,167674097.5,522.3163522,475.5904977,,46.7258545,,422.7086323,303.6562043,4.04103844,119.052428,123.0934664,United Healthcare Insurance Company,OH,,,No,1775202.4,4768,402846,2305123.88,2296010.41,179961781.4,121826431.9,483.4571896,481.5458075,,1.911382131,,446.725998,302.4144013,4.406652666,144.3115967,148.7182494,UnitedHealthcare Insurance Company,OH,,,No,926423.44,5143,365188,2145394.14,1362827.56,166847177,112674873.8,417.1483842,264.986887,,152.1614972,,456.8802288,308.5393655,2.536839765,148.3408633,150.8777031
36,87354,Cigna Health and Life Insurance Company**,CT,1443523.59,-45977.45,No,,7558,5600,3024212,4941316,2432484,1925908,400.1338979,653.7861868,-6.083282614,-253.652289,-259.7355716,434.3721429,343.9121429,,90.46,,Cigna Health and Life Insurance Company,CT,949866.36,1551767.81,No,,7637,7581,3105679,5626276,3615550,3256222,406.662171,736.7128454,203.1907568,-330.0506743,-126.8599175,476.9225696,429.5240733,,47.39849624,,Cigna Health and Life Insurance Company,CT,535710.84,1027304.78,No,,6669,,2992995,5399617,,,448.7921727,809.6591693,154.0418024,-360.8669966,-206.8251942,,,,,
37,24675,"Blue Cross and Blue Shield of Massachusetts, Inc. ***",MA,78976.66,,Yes,,3430,49377,3059745,4057978,26367323,26400515,892.0539359,1183.083965,,-291.0300292,,534.0001013,534.6723171,,-0.672215809,,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,96895.37,,Yes,,2558,37764,2307543,2184281,17146111,15695699,902.0887412,853.9018765,,48.18686474,,454.0332327,415.6259665,,38.40726618,,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,82290.16,,Yes,,2994,37528,2164115,2138372,17975356,17573414,722.8173013,714.2191049,,8.598196393,,478.9851844,468.2747282,,10.71045619,
38,11082,Aetna Life Insurance Company,AK,120363.61,-52362.57,No,22831.39,10131,33718,3278758.81,2492398.44,18451185.84,14293033.38,323.6362462,246.017021,-5.168549008,77.61922515,72.45067614,547.2206489,423.8992046,0.677127647,123.3214443,123.998572,Aetna Life Insurance Company,AK,0,-34550.55,No,557129.08,2906,21271,958431.34,462786.99,12664923.58,9197791.2,329.8111975,159.2522333,-11.88938403,170.5589642,158.6695802,595.4080006,432.4099102,26.19195524,162.9980904,189.1900456,Aetna Life Insurance Company,AK,,,No,-1188058.34,242,28604,166157.31,24287.02,14697821.94,13785490.28,686.6004545,100.3595868,,586.2408678,,513.8379926,481.9427451,-41.53469235,31.89524752,-9.639444833
39,89364,Sanford Health Plan,ND,300927.77,128336.66,Yes,871040.84,12835,27498,3365375,2795365.75,8607729,7188707.46,262.2029607,217.7924231,9.998960654,44.41053759,54.40949825,313.0310932,261.4265568,31.67651611,51.60453633,83.28105244,Sanford Health Plan,ND,935693.69,-728919.89,Yes,-429914.25,28955,59864,9384377,9045705.67,23598494,26501740,324.102124,312.4056526,-25.17423208,11.69647142,-13.47776066,394.2017573,442.699118,-7.181515602,-48.49736068,-55.67887629,Sanford Health Plan,ND,824355.88,-3640352.33,Yes,-1552877.7,66684,61234,22471555,21669276.86,25232744.58,22500865.21,336.9857087,324.9546647,-54.59109127,12.03104403,-42.56004724,412.0708198,367.4570534,-25.35972989,44.61376637,19.25403648
40,73331,"Minuteman Health, Inc.***",MA,1167.6,,Yes,,13931,3029,3466522.18,1202727.288,870653.84,453716.2217,248.8351288,86.33459823,,162.5005306,,287.4393661,149.7907632,,137.6486029,,"Minuteman Health, Inc.",MA,349712.48,,Yes,,56185,6684,13457110,7964463,1767442,1524681,239.5142832,141.7542583,,97.76002492,,264.4287852,228.1090664,,36.31971873,,"Minuteman Health, Inc.",MA,368156.26,,Yes,,66843,12295,19144269.69,12300433.32,3676087,2644828.52,286.4065002,184.0197675,,102.3867326,,298.9904026,215.1141537,,83.87624888,
41,58326,"MercyCare HMO, Inc.",WI,1158384.25,553470.57,No,176359.16,7914,40296,3483939.53,5994594.09,14295013.47,13748115.32,440.2248585,757.4670318,69.93562926,-317.2421734,-247.3065441,354.7501854,341.1781646,4.376592218,13.5720208,17.94861301,"Mercy Care HMO, Inc.",WI,1039637.7,686857.72,No,224237.16,10511,17819,5800173,8315467.52,7075859,6963173.73,551.8193321,791.1204947,65.34656265,-239.3011626,-173.9545999,397.0963017,390.7724188,12.58416073,6.323882934,18.90804366,"MercyCare HMO, Inc.",WI,216322.43,-14819.28,No,405777.06,15670,18343,7035331.83,6227139.75,8460390,7325997.578,448.9682087,397.3924537,-0.945710274,51.57575495,50.63004467,461.2326228,399.3892808,22.12163005,61.84334198,83.96497203
42,38712,Tufts Insurance Company***,MA,1677442.23,,No,,5487,24883,3550449,6839015,13105117,13004252,647.0656096,1246.403317,,-599.3377073,,526.6694932,522.6159225,,4.053570711,,Tufts Insurance Company,MA,1002595.01,,No,,5867,25535,3904718,7432948,13943191,12879794,665.5391171,1266.907789,,-601.3686722,,546.0423341,504.3976503,,41.64468377,,Tufts Associated Health Maintenance Organization Inc.,MA,421450.61,,No,,4290,27455,2768339,6046304,14754405,12165062,645.3004662,1409.394872,,-764.0944056,,537.4032052,443.0909488,,94.31225642,
43,61724,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,No,-975536.98,8881,246629,3625969.39,5007633.02,95338331.89,75232749.54,408.2839083,563.8591397,129.4204853,-155.5752314,-26.15474609,386.5657805,305.0442143,-3.955483662,81.5215662,77.56608254,United Healthcare Life Insurance Company,OH,2327012.2,2965356.57,No,-4212359.07,39475,467432,14906016.34,19732630.09,184666070.2,150652527.3,377.6064937,499.8766331,75.11986244,-122.2701393,-47.15027688,395.0651008,322.298275,-9.011704526,72.76682576,63.75512124,UnitedHealthcare Life Insurance Company,OH,1737137.87,4086573.63,No,-6324051.22,34387,607074,14667975.92,18567660.21,251154121.1,209319444.3,426.5558473,539.9616195,118.8406558,-113.4057722,5.434883532,413.7125311,344.8005421,-10.4172658,68.91198898,58.49472318
44,90117,UnitedHealthcare Insurance Company,RI,,,No,-1740424.21,9037,145710,3654330.77,4467752.79,55044220.47,47147746.23,404.3743244,494.384507,,-90.01018258,,377.765565,323.5724812,-11.94443902,54.1930838,42.24864477,United Healthcare Insurance Company,RI,,,No,-1255163.31,6049,88977,2884114.13,3251346.46,39024176.59,27300493.97,476.7918879,537.5014812,,-60.70959332,,438.587237,306.8264155,-14.10660407,131.7608216,117.6542175,UnitedHealthcare Insurance Company,RI,,,No,-1875286.65,3659,48506,1960006.23,2336722.65,23727362.63,15754578.6,535.667185,638.6232987,,-102.9561137,,489.1634567,324.7964912,-38.66092133,164.3669655,125.7060442
45,69842,UnitedHealthcare Insurance Company,LA,,,No,511621.86,10105,205255,3714685.67,2746353.57,83265864.06,57069631.68,367.6086759,271.7816497,,95.82702622,,405.6703323,278.0425894,2.492615819,127.627743,130.1203588,United Healthcare Insurance Company,LA,,,No,-301664.16,7895,204666,3230043.86,2202185.69,80130390.9,59202736.85,409.1252514,278.9342229,,130.1910285,,391.5178432,289.2651288,-1.473933922,102.2527144,100.7787805,UnitedHealthcare Insurance Company,LA,,,No,-1019726.31,6772,225268,2904954.25,1660442.12,84467583.1,62445102.28,428.9654829,245.19228,,183.7732029,,374.9648556,277.2036076,-4.526725101,97.76124802,93.23452292
46,77422,Aetna Life Insurance Company,DC,0,-45424.71,No,400712.47,19134,12722,3784199.41,2750090.09,5521646.6,3706209.64,197.7735659,143.7279236,-2.374031044,54.04564231,51.67161127,434.0234712,291.3228769,31.49760022,142.7005942,174.1981945,Aetna Life Insurance Company,DC,26078.14,-254043.25,No,-335906.75,7547,8048,2045560.4,1150528.64,3431267.65,2251506.23,271.0428515,152.4484749,-33.66148801,118.5943766,84.93288856,426.3503541,279.7597204,-41.73791625,146.5906337,104.8527174,Aetna Life Insurance Company,DC,,,No,-278383.82,258,9712,104974.72,96648.02,3865162.06,3125033.55,406.8787597,374.6047287,,32.27403101,,397.9779716,321.7703408,-28.66390239,76.20763077,47.54372838
47,39364,Medica Insurance Company,ND,,,No,-987988.94,18289,80761,3887599.05,2289058.85,28620677.36,22932444.55,212.5648778,125.1604161,,87.4044617,,354.3873573,283.9544403,-12.23349067,70.432917,58.19942633,Medica Insurance Company,ND,,,No,-79596.59,13459,64618,3338127.27,2110928.25,24704142.36,18618149.23,248.0219385,156.8413887,,91.18054982,,382.3105382,288.1263615,-1.231802129,94.1841767,92.95237457,Medica Insurance Company,ND,,,No,634824.54,11085,52001,2826000.95,1493400.755,20069057.71,17663438.2,254.9391926,134.7226662,,120.2165264,,385.9359957,339.6749716,12.20792946,46.26102402,58.46895348
48,53789,Keystone Health Plan Central,PA,1122656.96,238390.33,No,-78244.77,12894,39670,3961366,4682943,16748058,13546477,307.2255313,363.1877617,18.48846983,-55.96223049,-37.47376066,422.1844719,341.4791278,-1.97239148,80.70534409,78.73295261,Keystone Health Plan Central,PA,1234878.34,298016.86,No,5269.47,30665,17939,8559182,9790442,8426928,7309039,279.1189304,319.2708952,9.718469265,-40.15196478,-30.43349552,469.7546129,407.438486,0.293743798,62.31612687,62.60987067,Keystone Health Plan Central,PA,5430422.97,-35510815.31,No,-946154.73,413276,10725,139777767,128350976,4342249,3001951,338.2189312,310.5696339,-85.9251815,27.64929732,-58.27588418,404.8717016,279.9021911,-88.21955524,124.9695105,36.74995524
49,98905,CommunityCare HMO Inc.,OK,424071.17,823116.3,No,-1245374.77,17942,141504,4191506,4445552,52898324.51,46308771.9,233.6142013,247.7734924,45.87650764,-14.15929105,31.71721659,373.8291816,327.2612216,-8.800986333,46.56795999,37.76697365,Community Care HMO Inc.,OK,919447.27,1755937.92,No,-1588829.22,27269,154716,7749880,9761451,57656016,52017530,284.2011075,357.9687924,64.3931908,-73.76768492,-9.374494114,372.6571008,336.2129967,-10.26932715,36.44410404,26.17477688,CommunityCare HMO Inc.,OK,442540.07,-358787.81,No,-6934924.82,24262,194283,6991090,6324078,72063699,61858774,288.1497816,260.6577364,-14.78805581,27.49204517,12.70398937,370.9212798,318.3951967,-35.69496466,52.52608308,16.83111842
50,58483,John Alden Life Insurance Company,TX,,,No,-684147.34,13294,56294,4920462,2632535,20912767,17890350,370.1265232,198.0242967,,172.1022266,,371.4919352,317.8020748,-12.15311294,53.68986038,41.53674743,John Alden Life Insurance Company,TX,,,No,-588168.1,8627,29137,3390637,1661624,11628015,8327829,393.0261968,192.6073954,,200.4188014,,399.0807221,285.8162817,-20.18629578,113.2644404,93.07814463,,,,,,,,,,,,,,,,,,,,,,
51,82011,UnitedHealthcare Insurance Company,AZ,,,No,2961325.69,10904,486523,5036335.1,4047839,165553635.3,125030828,461.8795946,371.2251467,,90.65444791,,340.2791549,256.9885247,6.086712632,83.29063025,89.37734288,United Healthcare Insurance Company,AZ,,,No,4970157.33,7959,455517,3526468.74,2392772.56,159280216.5,118616677.7,443.0793743,300.6373363,,142.4420379,,349.6690936,260.4001117,10.9110249,89.26898184,100.1800067,UnitedHealthcare Insurance Company,AZ,,,No,5204264.49,8232,610625,3630950.63,3739603.56,218139483.3,174813085.5,441.077579,454.2764286,,-13.19884961,,357.2396861,286.2855034,8.522848704,70.95418268,79.47703139
52,48161,Aetna Life Insurance Company,MO,,,No,228766.81,21388,31802,5272812.84,4227374.61,11642898.7,9344417.41,246.5313653,197.6517024,,48.8796629,,366.1058644,293.8311241,7.193472423,72.27474027,79.46821269,Aetna Life Insurance Company,MO,,,No,258345.46,7897,21933,2054294.03,2303668.84,8744061.24,5818977.37,260.1360048,291.7144283,,-31.57842345,,398.6714649,265.3069516,11.7788474,133.3645133,145.1433607,Aetna Life Insurance Company,MO,0,,No,-208051.89,1564,42638,616563.09,967546.65,17834056.17,13062406.35,394.2219246,618.6359655,,-224.4140409,,418.2667144,306.3559818,-4.879494582,111.9107327,107.0312381
53,68398,"UnitedHealthcare of Florida, Inc.",FL,,,No,1650597.6,8953,709422,5326480.94,6733998.3,274204859.4,205078644.9,594.9381146,752.1499274,,-157.2118128,,386.5186862,289.0784962,2.326679466,97.44019004,99.76686951,"United Healthcare of Florida, Inc.",FL,75479361.88,14572435.15,No,-4380861.24,1434483,753362,550885456.1,697124928.4,306398942.3,231587987.8,384.030662,485.9764308,10.15866702,-101.9457688,-91.7871018,406.7087832,307.4059852,-5.815081249,99.30279799,93.48771674,"UnitedHealthcare of Florida, Inc.",FL,35522703.08,93698886.73,No,-6990459.62,1050397,859545,474737313.1,609487747.2,366481663.4,269475236.6,451.9598905,580.2451332,89.20330764,-128.2852427,-39.08193509,426.367047,313.5091666,-8.132744208,112.8578804,104.7251362
54,66946,Aetna Life Insurance Company,OK,146161.64,178252.53,No,-174947.03,19077,123106,5513790.47,7573350.23,45183595.42,32259894.91,289.0281737,396.9885323,9.343844944,-107.9603585,-98.6165136,367.0300019,262.0497369,-1.421108882,104.9802651,103.5591562,Aetna Life Insurance Company,OK,0,-37821.69,No,65348.5,4047,75066,1238526.13,903335.91,29700772.11,20358701.46,306.035614,223.2112454,-9.345611564,82.82436867,73.4787571,395.6621121,271.2106874,0.870547252,124.4514247,125.321972,Aetna Life Insurance Company,OK,,,No,341655.17,573,58399,274228.72,262485.1,22596704.14,16253582.37,478.5841536,458.0891798,,20.49497382,,386.936491,278.3195324,5.850359938,108.6169587,114.4673186
55,58288,"Humana Health Plan, Inc.",IL,1706900.43,614409.67,No,-1028302.66,14469,58894,5807766.545,9015660.135,23482388.61,18517906.44,401.393776,623.1018132,42.46386551,-221.7080372,-179.2441717,398.7229363,314.4277251,-17.46022787,84.29521123,66.83498336,"Humana Health Plan, Inc.",IL,434826.64,730433.28,No,-1525019.48,12865,44797,4870781.62,4513915.877,18041254.99,15167399.15,378.6071994,350.8679267,56.77678041,27.73927268,84.51605309,402.7335534,338.5806896,-34.04289305,64.15286381,30.10997076,"Humana Health Plan, Inc.",IL,889216.13,1493121.7,No,-2268324.01,23925,33528,9338183.26,10831794.73,13268776.77,10461243.37,390.3106901,452.7395916,62.40843051,-62.42890157,-0.020471055,395.7521108,312.0151327,-67.65461733,83.73697805,16.08236071
56,95677,UnitedHealthcare Insurance Company,CA,,,No,4029609.65,12461,503041,5995770.22,6042728.3,208876000.5,164250781.5,481.1628457,484.9312495,,-3.76840382,,415.2265929,326.5156945,8.010499442,88.71089832,96.72139776,United Healthcare Insurance Company,CA,,,No,3006738.38,10567,492637,4656797.6,4845846.23,221185666,159934797.1,440.6924955,458.5829687,,-17.89047317,,448.9830565,324.6503959,6.103354762,124.3326606,130.4360153,UnitedHealthcare Insurance Company,CA,,,No,-6770926.79,10293,840398,4565554.32,4285516.25,396508256.6,286806596.8,443.5591489,416.3524968,,27.20665209,,471.8100907,341.2747255,-8.056809738,130.5353651,122.4785554
57,80779,"Neighborhood Health Partnership, Inc.",FL,,,No,-171191.73,10782,617289,6051415.12,6242101.24,255220968.3,191661545.7,561.2516342,578.9372324,,-17.68559822,,413.4545866,310.4891642,-0.277328334,102.9654224,102.688094,"Neighborhood Health Partnership, Inc.",FL,,,No,-338156.26,7636,554192,4216909.92,3195481.36,233476029.7,168235672.9,552.2406915,418.4758198,,133.7648717,,421.2908698,303.5692917,-0.610178891,117.7215781,117.1113992,"Neighborhood Health Partnership, Inc.",FL,,,No,-241201.26,7094,547235,3953536.42,2592755.81,235452444.9,168441106.5,557.3070792,365.4857358,,191.8213434,,430.2583806,307.8039718,-0.440763584,122.4544088,122.0136452
58,74313,Paramount Insurance Company,OH,1327983.05,-389493.94,No,-528876.15,15159,123962,6194037,6711129,44087313,36885413,408.6045913,442.7158124,-25.69390725,-34.11122106,-59.80512831,355.6518369,297.554194,-4.266437699,58.09764283,53.83120513,Paramount Insurance Company,OH,1272564.12,-580499.95,No,-264272.01,33167,119621,12165663,11503977,44669513,35765810,366.8002231,346.850092,-17.50233515,19.95013115,2.447796002,373.4253434,298.9927354,-2.20924428,74.43260799,72.22336371,Paramount Insurance Company,OH,885793.2,-2330312.51,No,1133285.63,48824,119125,18375620,16605362,47785439,43448610,376.3644929,340.106546,-47.72883234,36.25794691,-11.47088543,401.1369486,364.7312487,9.513415572,36.4056999,45.91911547
59,29462,"Oxford Health Insurance, Inc. **",CT,,,No,4715438.4,10175,281054,6277323.63,5081898.85,142938889.7,109879146.9,616.9359833,499.4495184,,117.4864649,,508.5815882,390.9538626,16.77769539,117.6277256,134.405421,"Oxford Health Insurance, Inc.",CT,,,No,5162193.87,7471,226055,4981886.02,4654320.68,126846121.8,96762638.74,666.8298782,622.9849659,,43.84491233,,561.1294676,428.0490975,22.83600836,133.0803701,155.9163784,"Oxford Health Insurance, Inc.",CT,,,No,6196764.55,6822,150440,4713848.61,4244556.35,90514063.41,74179115.52,690.9775154,622.1865069,,68.7910085,,601.6622136,493.0810657,41.19093692,108.5811479,149.7720848
60,38596,Time Insurance Company,AK,1558728.91,-922848.49,No,-317715.76,21876,25471,6660334,6996763,12303525,12800496,304.4584933,319.8374017,-42.18543107,-15.37890839,-57.56433946,483.0405167,502.5517648,-12.47362726,-19.51124809,-31.98487535,Time Insurance Company,AK,1167367.38,-2908793.99,No,-1465993.25,18660,18371,8912183,8302282,10672948,8839633,477.6089496,444.9240086,-155.8839223,32.68494105,-123.1989812,580.9671765,481.1732078,-79.79931686,99.79396876,19.9946519,,,,,,,,,,,,,,,,,,,,,,
61,13667,HealthPlus of Michigan,MI,1384234.63,-855252.76,Yes,-366651.02,25005,12414,6708260,7981593,14434730,11165911,268.2767447,319.19988,-34.20326975,-50.92313537,-85.12640512,1162.778315,899.4611729,-29.53528436,263.3171419,233.7818576,Health Plus of Michigan,MI,913424.81,-4076070.63,Yes,83736.21,54902,22123,14782117,15350630,7393888,4895581,269.2455102,279.600561,-74.24266202,-10.35505082,-84.59771283,334.21724,221.2892013,3.785029607,112.9280387,116.7130683,HealthPlus Insurance Company,MI,19784.98,-1118038.8,,-113837.62,,,,,,,,,,,,,,,,
62,26539,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,No,-367353,21362,57678,6901426.81,12310190.48,18821888.59,15895136.09,323.0702561,576.2658216,100.3649415,-253.1955655,-152.830624,326.326998,275.5840371,-6.36903152,50.74296092,44.3739294,"SHA, LLC DBA First Care Health Plans",TX,3006003.71,1137907.19,No,-926124.88,114458,58012,26371990,30111944,19590281,,230.4075731,263.0829125,9.941700799,-32.67533943,-22.73363863,337.6935979,,-15.96436737,,,"SHA, LLC",TX,5445263.34,9379089.11,No,-1417544.26,204035,115148,64154934,88989988,21324790,22944600,314.4310241,436.1506016,45.96804034,-121.7195775,-75.75153719,185.1946191,199.2618196,-12.31062858,-14.06720047,-26.37782905
63,59763,Tufts Health Public Plans Inc. ***,MA,116022.27,,Yes,,21869,7664,6979196,3306650,2235805,983940,319.1364946,151.2026156,,167.933879,,291.7282098,128.3846555,,163.3435543,,Tufts Health Public Plans Inc.,MA,4629223.87,,Yes,,688066,23154,207545372,151069668,6882351,3700637,301.6358489,219.5569437,,82.07890522,,297.2424203,159.8271141,,137.4153062,,"Tufts Health Public Plans, Inc.",MA,4141413.43,,Yes,,1173969,39735,336200238,289964646,12619351,6514858,286.3791446,246.9951472,,39.38399736,,317.5877941,163.9576696,,153.6301246,
64,16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,Yes,-2121774.3,19320,23358,7108247,6902111,9895280,9902068,367.9216874,357.2521222,-65.32453157,10.66956522,-54.65496636,423.6355852,423.9261923,-90.83715643,-0.290607073,-91.12776351,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,Yes,-3214448.51,192418,62497,71644539,117238425,30610399,35502288,372.3380297,609.2903211,-20.71269679,-236.9522914,-257.6649882,489.7898939,568.0638751,-51.43364497,-78.27398115,-129.7076261,Coordinated Health Mutual,OH,7441726.47,-2492656.84,Yes,-11674650.02,118846,31622,50094649.49,89426654,15020870,12987834,421.5089232,752.4582569,-20.97383875,-330.9493337,-351.9231724,475.0132819,410.7214597,-369.1939163,64.29182215,-304.9020941
65,20895,Humana Insurance Company,NV,2142999.48,1873080.72,No,-358637.74,30780,51544,7371670.17,12724866.64,19086610.91,15589356.94,239.4954571,413.4134711,60.85382456,-173.918014,-113.0641894,370.2974335,302.4475582,-6.957895002,67.84987525,60.89198025,Humana Insurance Company,NV,2037936.77,1431529.89,No,-1141023.21,17260,31901,5939058.05,13692385.66,13243679.31,11179962.06,344.0937457,793.3016025,82.93915933,-449.2078569,-366.2686976,415.1493467,350.4580439,-35.76763142,64.69130278,28.92367136,Humana Insurance Company,NV,,,No,534684.37,5603,12714,1499865.65,3624000.93,5761840.91,5171046.486,267.6897466,646.7965251,,-379.1067785,,453.1886826,406.7206612,42.0547719,46.46802139,88.5227933
66,31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,No,-866977.39,29871,80172,7433918.94,6290052.82,27456433.94,23340593.77,248.8674279,210.5738951,-3.901391651,38.29353286,34.39214121,342.4691157,291.1314894,-10.81396735,51.33762623,40.52365888,Aetna Life Insurance Company,TN,76105.04,-112658.65,No,256967.28,15249,64634,4098764.87,2798856.85,24976531.29,20052111.51,268.7890924,183.5436324,-7.387936914,85.24546003,77.85752312,386.430227,310.2409182,3.975729183,76.18930872,80.16503791,Aetna Life Insurance Company,TN,21837.26,-130203.17,No,-113561.26,5110,24444,1857278.33,1553781.03,10281253.97,6277307.46,363.4595558,304.0667378,-25.48007241,59.392818,33.9127456,420.6044007,256.8036107,-4.645772378,163.80079,159.1550176
67,29497,Aetna Life Insurance Company,DE,290104.21,-357373.55,No,-77166.51,37213,3228,7707729.93,5261689.08,1154242.05,877129.85,207.1246589,141.393843,-9.603459812,65.73081584,56.12735603,357.5718866,271.7254802,-23.90536245,85.84640644,61.94104399,Aetna Life Insurance Company,DE,983961.77,-1832345.1,No,-241246.17,23387,4936,8127670.65,7114111.22,2180852.59,1873959.61,347.5294245,304.1908419,-78.34887331,43.33858255,-35.01029076,441.8258894,379.6514607,-48.87483185,62.17442869,13.29959684,Aetna Life Insurance Company,DE,1002995.37,-617987.08,No,-609891.66,22659,9415,9954488.68,11091264.04,4222229.82,2707148.92,439.3172108,489.4860338,-27.2733607,-50.16882298,-77.44218368,448.457761,287.5357323,-64.77872119,160.9220287,96.14330749
68,37001,Humana Insurance Company,GA,1866817.18,2184957.04,No,721767.42,28543,8348,7751973.47,8576659.711,4736527.569,2450054.912,271.5893028,300.4820695,76.54966331,-28.89276674,47.65689658,567.3847112,293.490047,86.45992094,273.8946642,360.3545852,Humana Insurance Company,GA,1390112.88,1622203.69,No,308751.17,15247,10003,6050468.51,8094148.912,5644968.97,4207973.417,396.8300984,530.8682962,106.3949426,-134.0381978,-27.6432552,564.3275987,420.6711404,30.86585724,143.6564584,174.5223156,Humana Insurance Company,GA,0,-131960.47,No,644608.47,3794,8928,1389158.73,743344.81,5063353.902,3792225.09,366.1462124,195.9264128,-34.78135741,170.2197997,135.4384423,567.1319335,424.7563945,72.20076949,142.375539,214.5763085
