,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015
562,39424,"Moda Health Plan, Inc.",OR,110546514.1,-31157398.15,-4604925.33,1185822,158096,388355657,470752445,"Moda Health Plan, Inc.",OR,62768010.24,-10916304.04,-1070895.13,1155876,210844,358676896,485000522
563,10091,PacificSource Health Plans,OR,10259771.48,3133280.74,359543.94,127744,427433,29970266,49756526.96,Pacific Source Health Plans,OR,8483371.78,6385295.65,-263011.36,94382,289647,35834863,54917003.46
564,56707,Providence Health Plan,OR,8094883.08,2963920.51,1673687.32,143417,330768,41152791,46363481,Providence Health Plan,OR,9861302.28,-4161991.69,3092137.34,332567,339014,88766690.5,103343329
565,77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,6543460.93,368323,374065,75631577,79709375,Regence BlueCross BlueShield of Oregon,OR,5234032.69,5024567.08,5570483.58,281509,290080,62826201,68324502
566,74571,Time Insurance Company,OR,2747472.78,855887.67,,71109,,18256208,20481654,Time Insurance Company,OR,2406023.93,2081868.31,,47345,,14552037,20087300
567,95417,Trillium Community Health Plan,OR,0,-2613.45,,17,,12226,3613.64,Trillium Community Health Plan,OR,0,-29917.47,-10819.44,213,63,77160.93,10643.8
568,59129,Trustmark Life Insurance Company,OR,,,-13431.59,437,,39301.69,15152.59349,Trustmark Life Insurance Company,OR,0,-17648.46,,214,,17434.4,31706.85
569,90175,UnitedHealthcare Insurance Company,OR,,,-1310343.26,511,199773,278610.68,178416.08,United Healthcare Insurance Company,OR,,,-533017.71,507,146375,183545.82,43557.35
570,64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,-3059493.02,187327,987408,61051891.6,51999516.87,Aetna Health Inc. (a PA corp.),PA,6959835.96,-25852344.53,-1628024.96,324022,619199,105458417.2,77700405.68
571,33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,-382153.41,542601,78728,107410604,98689530.82,Aetna Life Insurance Company,PA,4647588.91,-9332073.48,-361486.58,217406,107344,65677880.61,54041189.78
572,45127,Capital Advantage Assurance Company,PA,276428.37,395776.73,5977678.07,112518,1178312,24451444,15627145,Capital Advantage Assurance Company,PA,4546704.54,6863660.42,-3297707.87,116325,1002856,35385364,44730192
573,82795,Capital Advantage Insurance Company CAIC,PA,4230862.57,3395486.14,-38116.73,21237,20418,10303087,18200535,Capital Advantage Insurance Company CAIC,PA,0,,84421.79,,4490,6850,
574,10842,Celtic Insurance Company,PA,0,-6140.62,,776,,165919,315843.4295,Celtic Insurance Company,PA,0,-2443.12,,9,,1358.93,15054.80201
575,80148,Federated Mutual Insurance Company,PA,,,-405353.24,12,2287,2315.92,,Federated Mutual Insurance Company,PA,,,-2549615.51,12,31410,2575.92,
576,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,1050494.99,335976,500708,105525704,128600880,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,-305360.64,470448,468163,168011577,210195605
577,22444,Geisinger Health Plan,PA,14765963.46,1759834.57,-6627591.76,219034,138239,74406248.22,109587873.8,Geisinger Health Plan,PA,9210149.64,11417706.62,-2139258.77,247339,189426,87519010.48,115945179.4
578,75729,Geisinger Quality Options,PA,2772466.89,490533.38,-2827499,136674,412989,34989246.05,37581147.08,Geisinger Quality Options,PA,1529545.49,1142253.34,-1613339.93,96868,280427,30600743.92,28845822.95
579,91303,"HealthAmerica Pennsylvania, Inc.",PA,2150140.52,-1253464.22,,50625,11798,13714710.99,12172534.64,"Health America Pennsylvania, Inc.",PA,2391915.15,-2527671.54,,76021,3878,21208977.19,19608073.02
580,93838,"HealthAssurance PA, Inc",PA,,,-1641283.35,4102,561514,1660964,1537162.25,"Health Assurance PA, Inc.",PA,,,-58719.48,270,568755,141579.44,58426.79
581,70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,5446786.21,374925,1710639,150328937.3,258954771,Highmark Health Insurance Company,PA,37266490.45,51852279.7,777889.23,330905,1156811,144478467,261705910
582,33709,Highmark Inc.,PA,97340297.04,-44238595.47,-4503418.41,2556433,74636,629234955.1,808307387,Highmark Inc.,PA,106807043.5,-46784130.23,-7096865.07,2659756,286085,792882593,1082562250
583,31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,13315931.52,631413,808320,247916140,317529349,Independence Blue Cross (QCC Ins. Co.),PA,43123145.04,64851297.02,24985336.8,525833,851405,250472344,323221752
584,48788,Inter-County Hospital Plan,PA,,,-818247.52,1266,25732,61719,70633,Inter-County Hospital Plan,PA,,,-508919.29,994,15714,38528,34416
585,58819,John Alden Life Insurance Company,PA,,,-78133.65,5795,2151,1634836,611247,John Alden Life Insurance Company,PA,,,-101659.48,3900,780,1137651,587741
586,53789,Keystone Health Plan Central,PA,1122656.96,238390.33,-78244.77,12894,39670,3961366,4682943,Keystone Health Plan Central,PA,1234878.34,298016.86,5269.47,30665,17939,8559182,9790442
587,33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,-7900229.63,1365965,1427814,453789098,419745377.2,"Keystone Health Plan East, Inc.",PA,49296370.95,-12386830.58,-4106693.9,1291544,1448425,482068666,469929005
588,38949,Keystone Health Plan West,PA,304443.33,223700.41,-59934.41,68099,1498,26891563,27681855,Keystone Health Plan West,PA,81947.41,63115.8,-7980.98,43144,1240,18231157,17352915
589,19068,Time Insurance Company,PA,4662824.37,1461479.59,-220045.83,98176,10071,23727543,27582910,Time Insurance Company,PA,3985277.18,3948940.01,-394254.42,77397,2380,24251992,30705750
590,23489,UnitedHealthcare Insurance Company,PA,,,-2928219.72,3954,171118,1761380.53,2071919.42,United Healthcare Insurance Company,PA,,,-5371431.92,2683,219495,1017074.56,737885.15
591,45404,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,,27177,,6453709.23,9246442.03,United Healthcare Life Insurance Company,PA,1102044.68,1720000.53,,33447,,10045141.52,15860896.66
592,62560,"UPMC Health Coverage, Inc.",PA,2326234.21,2366387.54,480494.03,16156,8176,6460358,18564092.16,"UPMC Health Coverage, Inc.",PA,0,-11718.3,-317612.72,155,27635,39144,16718.6
593,16481,"UPMC Health Network, Inc.",PA,921883.53,541631.59,1137929.73,5614,26106,2581779,3855640.91,"UPMC Health Network, Inc.",PA,0,,-1036677.48,10,31026,2341.057143,1692.413424
594,16322,"UPMC Health Options, Inc.",PA,24575.39,-3587.19,3575646.12,7694,1607798,2395450,4487507.78,"UPMC Health Options, Inc.",PA,17829957.2,-3105783.44,5913428.11,630940,1517618,170872680.9,215887269.2
595,52899,"UPMC Health Plan, Inc.",PA,2040378.03,2322777.07,583003.78,25507,8636,10354990,14876225.81,"UPMC Health Plan, Inc.",PA,32889.28,197264.42,-5456.23,2351,112,1064770.42,1359652.739
596,15287,Blue Cross & Blue Shield of Rhode Island,RI,23394916.92,570729.73,2903419.54,413678,633682,147318626,143930445,Blue Cross & Blue Shield of Rhode Island,RI,11366007.86,9680258.57,5753305.59,297884,586445,117073563,118616160.3
597,77514,Neighborhood Health Plan of Rhode Island,RI,22152.3,-570729.75,-28800.7,11408,409,4044489.86,1975782.139,Neighborhood Health Plan of Rhode Island,RI,1435292.63,-8608201.54,-343863.12,187810,3128,58621412,25640382
598,90010,Tufts Associated Health Maintenance Org,RI,,,-192657.68,,4580,,,Tufts Associated Health Maintenance Org,RI,0,,-974465.99,,8254,,
599,26322,Tufts Insurance Company,RI,,,159121.32,,3241,,,Tufts Insurance Company,RI,,,965515.97,,4962,,
600,90117,UnitedHealthcare Insurance Company,RI,,,-1740424.21,9037,145710,3654330.77,4467752.79,United Healthcare Insurance Company,RI,,,-1255163.31,6049,88977,2884114.13,3251346.46
601,79881,"UnitedHealthcare of New England, Inc.",RI,,,-1100658.25,2469,24434,1004880.32,744221.72,"United Healthcare of New England, Inc.",RI,205106.29,-1072057.02,-4145329.17,14930,52255,6471172.88,3626616.76
602,22369,Aetna Life Insurance Company,SC,,,-18182.04,21234,552,5094293.65,4037360.15,Aetna Life Insurance Company,SC,,,-183730.56,3120,1177,999909.67,1046345.73
603,26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,-254611.31,936558,823623,295301129,254980986,Blue Cross and Blue Shield of South Carolina,SC,26799911.31,8615922.98,2446555.38,1019835,805213,355349837,335721470
604,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,-182715.35,159284,226624,42995084,38950555,"Blue Choice Health Plan of South Carolina, Inc.",SC,18814117.01,3622506.76,-3934492.42,544809,244524,189594963,211322829
605,60067,Celtic Insurance Company,SC,0,-15590.17,,37,,33103,-343.8900013,Celtic Insurance Company,SC,0,-15341.23,,36,,17933.28,161955.3272
606,54362,Cigna Health and Life Insurance Company,SC,420313.62,447060.31,,1182,,467127,1252436,Cigna Health and Life Insurance Company,SC,262626.52,437792.66,,1809,,667368,1367339
607,65122,Consumers' Choice Health Insurance Company,SC,33097630.23,-6160779.32,-96974.11,463294,2277,167110785,190598293.5,Consumers' Choice Health Insurance Company,SC,36699256.4,-14555844.07,-470419.09,810658,5638,271084672,361029515.6
608,56262,Coventry Health & Life Insurance Company,SC,,,-12348.91,,1572,,,Coventry Health & Life Insurance Company,SC,,,-136305.65,,1079,,
609,41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,-68109.07,306629,106103,86779779.41,96820132.31,"Coventry Health Care of the Carolinas, Inc.",SC,16573921.48,-3234564.95,577520.93,377602,70456,118212881,132898521.8
610,33609,Federated Mutual Insurance Company,SC,,,-166720.12,,15630,,,Federated Mutual Insurance Company,SC,,,1063092.09,,22243,,
611,80431,Freedom Life Insurance,SC,0,-599.88,,2469,,458787,378926,Freedom Life Insurance,SC,7907.84,-7622.19,,2028,,421461,432622
612,17808,Humana Insurance Company,SC,2760.15,24910.64,-3229.79,14566,109,3970049.62,4017044.401,Humana Insurance Company,SC,0,16975.57,,8505,,2661666.91,2139771.392
613,89728,John Alden Life Insurance Company,SC,,,92798.49,3503,2255,922158,608761,John Alden Life Insurance Company,SC,,,35428.72,2384,917,643822,271989
614,14820,Nippon Life Insurance Company of America,SC,,,-24753.92,,3682,,,Nippon Life Insurance Company of America,SC,,,-166996.9,,752,,
615,73714,Standard Security Life,SC,,,-4600.69,1694,3100,356670,125684,Standard Security Life,SC,,,-3867.1,,791,,
616,39996,Time Insurance Company,SC,3954338.85,2251531.6,-68214.4,60944,5022,16908068,21420145,Time Insurance Company,SC,4797608.36,5534568.01,283969.26,50993,2486,17767630,32877829
617,64146,UnitedHealthcare Ins Co of River Valley,SC,,,448146.55,2187,101664,881543.74,611793.83,United Healthcare Ins Co of River Valley,SC,,,16395.03,2200,84509,994457.07,635770.73
618,57860,UnitedHealthcare Insurance Company,SC,,,359514.77,2797,86417,1549433.2,1348914.69,United Healthcare Insurance Company,SC,,,472850.3,2064,66954,1070968.11,846268.33
619,39481,UnitedHealthcare Life Insurance Company,SC,1693040.39,-774807.83,,25194,,9310950.57,9333526.57,United Healthcare Life Insurance Company,SC,2087442.23,-414394.03,,36813,,14524584.65,16070654.17
620,60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,-359596.3,109609,52252,39298032.76,57305594.51,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,-81015.67,139552,48369,44433569,69065181
621,66837,Coventry Health and Life Insurance Co.,SD,258935.6,-331736.57,29000.9,21300,6959,3233903,5499257.76,Coventry Health and Life Insurance Co.,SD,0,,-180679.77,,621,,601.64
622,64255,Federated Mutual Insurance Company,SD,,,-87499.03,,9524,,,Federated Mutual Insurance Company,SD,,,-268825.85,,7785,,
623,96594,Medica Insurance Company,SD,,,-23780.09,,3252,,-26887.45554,Medica Insurance Company,SD,,,-9930.72,,36,,
624,31195,Sanford Health Plan,SD,2844814.58,-802074.46,26954.59,62624,24326,19477603,21757491.62,Sanford Health Plan,SD,1912816.62,201919.38,225580.45,53788,30143,13453355,22994377
625,62210,"South Dakota State Medical Holding Company, Inc.",SD,251215.94,112428.12,-2099623.45,56085,142243,15590124,12717543,DAKOTACARE,SD,9167019.56,-2809177.34,-1242844.35,154506,141466,45750926,72189787
626,77144,Time Insurance Company,SD,365627.96,215435.96,-4464.28,8018,1744,3014587,3532897,Time Insurance Company,SD,381824.21,-21716.99,-8782.86,5498,1181,2567338,3053213
627,50305,Wellmark of South Dakota,SD,11018734.68,1820377.38,2519007.76,604615,346867,163256470,157543236,Wellmark of South Dakota,SD,8866320.54,-1043395.44,1566498.82,572020,353553,174208086,176193563
628,31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,-866977.39,29871,80172,7433918.94,6290052.82,Aetna Life Insurance Company,TN,76105.04,-112658.65,256967.28,15249,64634,4098764.87,2798856.85
629,14002,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,6557826.76,2515002,2621780,638213294,816101770,BlueCross BlueShield of Tennessee,TN,125248680,22571330.93,5242633.55,2916902,2375943,856845692,1134323885
630,70111,Celtic Insurance Company,TN,0,-3104.66,,22,,5985,660.5709356,,,,,,,,,
631,99248,Cigna Health and Life Insurance Company,TN,1040048.02,1134427.73,,9483,482,3131695,5082545,Cigna Health and Life Insurance Company,TN,962071.92,1397613.95,,15616,741,5229779,7147753
632,66842,Community Health Alliance Mutual Insurance Company,TN,233550.84,259947.44,-377246.42,1938,3724,745600,1355877.292,Community Health Alliance Mutual Insurance Company,TN,10276444.62,-25536300.68,-35236.69,368678,5495,99796456,119274416
633,78575,Coventry Health and Life,TN,28787.96,-57779.81,-53103.05,10611,22295,1847813,1809844.7,,,,,,,,,
634,83463,Federated Mutual Insurance Company,TN,,,-134889.4,,25844,,,Federated Mutual Insurance Company,TN,,,414552.78,,29848,,
635,93222,Humana Health Plan. Inc.,TN,,,-251013.94,,128553,,,Humana Health Plan. Inc.,TN,0,,-529713.13,,92239,,
636,82120,Humana Insurance Company,TN,7489285.27,275162.36,-1959826.68,297853,257648,65549030.12,69602919.01,Humana Insurance Company,TN,8501816.89,618404.6,-2645066.63,296844,343106,78246627.84,83685155.47
637,40778,John Alden Life Insurance Company,TN,,,-102240.68,2749,3484,743697,409453,John Alden Life Insurance Company,TN,,,-46256.21,1608,2404,459621,191155
638,17032,Nippon Life Insurance Company of America,TN,,,-26949.33,,2737,,,Nippon Life Insurance Company of America,TN,,,8032.52,,295,,
639,60299,Time Insurance Company,TN,3193778.58,191793.01,,87553,,22731865,24601539,Time Insurance Company,TN,2195845.5,746097.06,,59553,,21297500,20491491
640,10958,UnitedHealthcare Ins Co of River Valley,TN,,,-3226801.76,1668,359188,689451.78,547207.82,United Healthcare Ins Co of River Valley,TN,,,-4628908.57,2218,482901,899910.21,547940.29
641,69443,UnitedHealthcare Insurance Company,TN,,,441221.96,3087,257791,1504762.63,1154277.21,United Healthcare Insurance Company,TN,,,1962995.16,2010,219298,972773.15,574155.03
642,48069,UnitedHealthcare Life Insurance Company,TN,361362.2,140988.67,,5206,,2183321.52,2462986.41,United Healthcare Life Insurance Company,TN,199560.67,315512.89,,8862,,3334637.81,3792328.45
643,58840,Aetna Health Inc. (a TX corp.),TX,,,-169002.71,483,101281,165433.42,146041.45,Aetna Health Inc. (a TX corp.),TX,,,-139428.93,120,28415,18997.81,18441.43
644,91716,Aetna Life Insurance Company,TX,14609683.22,7355591.68,-2896197.55,503421,988673,152897435.4,143561183,Aetna Life Insurance Company,TX,19077598.96,-10218459.31,4559477.87,562121,762695,175730854.8,170561451.5
645,63509,Allegian Insurance Company,TX,,,-10501.89,1512,18120,304314,357956,"Valley Baptist Health Plans, dba of VBIC",TX,51119.55,-170079.29,-373334.92,4119,16662,1174795,995269.479
646,33602,Blue Cross Blue Shield of Texas,TX,549029026.7,-17907614.72,16110806.25,9694097,8623746,2675523465,3198174148,Blue Cross Blue Shield of Texas,TX,636984705,38571557.86,11386899.21,11485974,8594675,3682739521,4792483100
647,29418,Celtic Insurance Company,TX,0,7716.9,,55,7662,82181,135728.7391,Celtic Insurance Company,TX,0,6632.38,,39,,52201.84,121937.2446
648,55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,,501401,78230,181597360,311394311,Cigna Health and Life Insurance Company,TX,42003359.11,53407229.68,,365755,75880,144781224,266079574
649,46224,"Community First Health Plans, Inc.",TX,55520.9,88351.39,,189,184,94239,212235,"Community First Health Plans, Inc.",TX,598890.83,694470.34,,13561,112,4164328,5832931
650,27248,"Community Health Choice, Inc.",TX,642042.23,798055.22,,,,658651,1918781.1,"Community Health Choice, Inc.",TX,5344701.29,-36084527.66,,382268,,104696740,60925783.81
651,19046,Federated Mutual Insurance Company,TX,,,-727599.82,,42925,,,Federated Mutual Insurance Company,TX,,,-15045.63,,53397,,
652,53799,Freedom Life Insurance,TX,763968.78,212352.03,,9495,,2302145,3971315,Freedom Life Insurance,TX,939694.86,808134.93,,6793,,2037537,6603686
653,32673,"Humana Health Plan of Texas, Inc.",TX,53329111.45,-38610710.6,-1682294.43,870873,1528757,242296504.6,305803472.2,"Humana Health Plan of Texas, Inc.",TX,51295201.04,-26986914.17,-2173306.64,1147557,1418824,335404567.6,396706517
654,63141,Humana Insurance Company,TX,21797558.59,5252230.85,-1055927.97,1152876,409270,225637658.6,235618617.3,Humana Insurance Company,TX,22961195.74,16542107.09,-1192747.03,960435,291529,230141545.1,262184110.3
655,58483,John Alden Life Insurance Company,TX,,,-684147.34,13294,56294,4920462,2632535,John Alden Life Insurance Company,TX,,,-588168.1,8627,29137,3390637,1661624
656,82595,Madison National Life,TX,,,-16438.83,1731,1090,367694,411649,,,,,,,,,
657,30609,"Memorial Hermann Health Insurance Company, Inc.",TX,0,-11442.15,-3622713.02,74,61445,28543,54726,"Memorial Hermann Health Insurance Company, Inc.",TX,47199.48,142237.3,-4900934.99,1470,69710,644960,723057.5167
658,45786,Molina Healthcare of Texas,TX,973697.67,722999.82,,12642,,4804046,4692447,Molina Healthcare of Texas,TX,2013053.67,-4116190.69,,154159,,53436933,33378968
659,45125,Nippon Life Insurance Company of America,TX,,,-24203.08,,14054,,,Nippon Life Insurance Company of America,TX,,,24103.59,,14183,,
660,40788,Scott and White Health Plan,TX,1443594.34,1029126.45,-1609323.38,29650,246275,8581439,11188278.01,Scott and White Health Plan,TX,6991418.55,-13412865.64,-4512866.63,254595,251093,78083137,92377528.02
661,71837,"Sendero Health Plans, inc.",TX,832608.73,-1992571.72,,36372,,11017658,9210273.545,"Sendero Health Plans, Inc.",TX,1494250.38,-4376813.02,,72061,,20742943,16440299.79
662,26539,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,-367353,21362,57678,6901426.81,12310190.48,"SHA, LLC DBA First Care Health Plans",TX,3006003.71,1137907.19,-926124.88,114458,58012,26371990,30111944
663,97679,Standard Security Life,TX,,,-207.52,1174,882,356597,190244,,,,,,,,,
664,87226,Superior Health Plan,TX,280267.01,-933830.98,,14103,,4397780.869,2962415.366,Superior Health Plan,TX,1216649.13,-5580967.25,,102284,,29012527.38,23280657.02
665,28020,Time Insurance Company,TX,22207363.63,8299930.29,262942.05,400601,147385,105435637,127581498,Time Insurance Company,TX,17972249.76,13466856.6,298871.94,312094,79474,98748890,137450043
666,98809,UnitedHealthcare Insurance Company,TX,,,-3289829.48,25481,2647537,14554421.32,12367212.22,United Healthcare Insurance Company,TX,,,896126.05,20042,2517196,11455459.35,10559244.15
667,70619,UnitedHealthcare Life Insurance Company,TX,2549577.18,767008.61,,23287,,9707488.98,13214239.54,United Healthcare Life Insurance Company,TX,11906450.88,5956388.28,,145701,,52260167.58,95892226.31
668,40220,"UnitedHealthcare of Texas, Inc.",TX,,,-204053.17,96,1319,86581.68,181760.23,"United Healthcare of Texas, Inc.",TX,,,-2135148.22,142,22909,104727.72,177893.1
669,81795,USAble Mutual Insurance Company,TX,,,-13955.11,,32953,,,USAble Mutual Insurance Company,TX,,,-96511.51,,31442,,
670,38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,347136.03,142404,419799,27872977.89,26503726.2,Altius Health Plans Inc.,UT,2271988.13,-3519378.66,-991146.89,131934,275220,28394641.19,27965900.91
671,27619,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,-521777.35,149879,9108,39571614,56233518.96,Arches Mutual Insurance Company,UT,13281090.66,-13206183.16,250109,385348,44464,88767594,135527522
672,34541,BridgeSpan Health Company,UT,1994102.22,-938474.23,,27049,,6509773,11549848,Bridge Span Health Company,UT,3262555.12,-2946127.55,,91739,,21116576,33499438
673,46958,Humana Insurance Company,UT,4158821.94,2574546.01,-1107146.32,418934,89646,45384523.25,46358514.91,Humana Insurance Company,UT,4094943.28,3170521.45,-414144.63,304972,59382,36091117.17,47593149.03
674,56764,"Humana Medical Plan of Utah, Inc.",UT,3555669.52,-9861880.07,,119232,,23750751.72,24774017.66,"Humana Medical Plan of Utah, Inc.",UT,2401586.97,-12348265.88,,150566,,32572721,25970854
675,18167,Molina Healthcare of Utah,UT,96992.14,311802.19,,2085,,544533,907059,Molina Healthcare of Utah,UT,1295181.45,-2854734.71,,72932,,16190660,18398259
676,22013,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,1299608.61,405320,512345,53408218,51268997,Regence BlueCross BlueShield of Utah,UT,4740413.21,1629776.02,-1352263.41,234400,429542,54021852,56735020
677,68781,SelectHealth,UT,51361644.15,12505596.48,-1805886.51,1144804,1347616,244284085,346944682,Select Health,UT,45753380.6,29815302,2775857.47,1430842,1402554,333665717.5,492765465.8
678,44526,Time Insurance Company,UT,169562.38,105136.13,,17950,,3083177,3013031,Time Insurance Company,UT,157807.06,214883.2,,11169,,2375538,2326739
679,97462,UnitedHealthcare Insurance Company,UT,,,1548121.19,1026,394224,331459.01,261278.37,United Healthcare Insurance Company,UT,,,463611.69,777,296556,192338.79,119228.74
680,43129,UnitedHealthcare Life Insurance Company,UT,42356.49,43110.39,,7350,,1533659,1057078.33,United Healthcare Life Insurance Company,UT,119171.57,47918.32,,4244,,1430023.97,2386267.14
681,66413,"UnitedHealthcare of Utah, Inc.",UT,,,239944.32,30,3115,12290.4,76818.63,"United Healthcare of Utah, Inc.",UT,,,170324.39,16,14058,7848.96,336.07
682,93187,Aetna Health Inc. (a PA corp.),VA,,,-670080.1,464,95972,179127.53,123340.72,Aetna Health Inc. (a PA corp.),VA,,,-8533686.28,161,70834,29123.33,10482.32
683,38234,Aetna Life Insurance Company,VA,7604605.22,7863949.4,-1438865.46,177329,120318,49757615.84,53645894.85,Aetna Life Insurance Company,VA,5895017.54,4680612.75,-3364075.44,183008,156276,59806820.06,62772402.77
684,16064,"Anthem Health Plans of Virginia, Inc.",VA,,,6936085.85,2049418,1383390,514362915,412288187.5,"Anthem Health Plans of Virginia, Inc.",VA,,,27889957.52,985484,1416206,217477958,165992563.8
685,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,-4403583.34,258022,398671,73447699.25,70625508.48,"CareFirst Blue Choice, Inc.",VA,9093733.33,-4690047.91,-4863412.73,291585,450153,88246618.16,84564349.17
686,93848,Coventry Health & Life Insurance Co.,VA,,,-933262.58,296,58564,108832,76779.11,Coventry Health & Life Insurance Co.,VA,,,-1496683.75,,47812,,
687,99663,"Coventry Health Care of Virginia, Inc",VA,11965740.5,2743889.18,-2031737.44,230418,278477,64730853.85,69703444.71,"Coventry Health Care of Virginia, Inc.",VA,14307294.04,1027646.58,-9528358.12,507146,329571,143754585.8,143169176.9
688,13433,Federated Mutual Insurance Company,VA,,,-385476.13,6,20490,8766,27.2,Federated Mutual Insurance Company,VA,,,-1377421.98,,35885,,
689,40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,3282304.3,218549,290550,71180668.95,65937328.2,Group Hospitalization and Medical Services Inc.,VA,8431776.3,11441513.48,9435152.4,195299,220770,76036999.8,85811732.92
690,88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,899569.67,891623,693806,296040848.4,297778427.2,"Health Keepers, Inc.",VA,77211953.05,-13597420.4,-2356689.22,2282806,598828,743404018.1,688877488.6
691,50727,Humana Insurance Company,VA,2610901.31,178764.83,-11304.8,22045,75,6157572.23,8852020.059,Humana Insurance Company,VA,1723539.51,43710.21,,26924,,9158641.07,11430095.72
692,12028,Innovation Health Insurance Company,VA,8970576.3,-10851778.45,-656684.17,250797,49013,77956385.43,65164565.2,Innovation Health Insurance Company,VA,9720705.61,-9421914.58,2094829.83,458023,120595,142090442.7,118565881.9
693,86443,"Innovation Health Plan, Inc.",VA,,,-2752451.2,264,62394,67116.67,32291.15,"Innovation Health Plan, Inc.",VA,,,-5954916.7,375,128993,117036.56,66840.45
694,96835,John Alden Life Insurance Company,VA,,,-60268.14,1444,1878,482388,135657,John Alden Life Insurance Company,VA,,,-108864.52,628,1023,240565,307726
695,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,-728218.07,250366,106010,90029954,78063723,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,10975922.03,-39306435.97,-1753706.42,591522,107302,204436285,184696053
696,89242,Optima Health Insurance Company,VA,1903358.1,1635203.19,2089955.19,65898,141545,12234932,15439336,Optima Health Insurance Company,VA,0,-4260.56,1471462.99,,47557,274939,113657.9426
697,20507,Optima Health Plan,VA,14833380.88,19660297.48,1872934.03,199052,546331,70503942,103007596,Optima Health Plan,VA,17769218.56,42170520.55,6375531.18,412840,389074,152207789,216307264.6
698,24251,"Optimum Choice, Inc.",VA,,,514379.01,898,32934,432328.68,302838.26,"Optimum Choice, Inc.",VA,,,-358194.95,560,30869,334836.84,324277.52
699,15668,"Piedmont Community HealthCare, Inc.",VA,,,342665.34,,14549,,,"Piedmont Community HealthCare, Inc.",VA,1361288.18,435467.3,403667.61,27231,11027,11517067,10912977
700,50102,Time Insurance Company,VA,4854252.39,3281469.92,186843.57,72327,2600,17863786,23497534,Time Insurance Company,VA,4361533.95,4298069.65,143381.55,54075,454,21007566,27921423
701,66663,United Healthcare Life Insurance Company,VA,726662.22,428044.47,,8062,,2907863.63,4495865.09,United Healthcare Life Insurance Company,VA,2604337.93,2658704.33,,37231,,14784988.32,18449770.37
702,25978,UnitedHealthcare Insurance Company,VA,,,-1683466.68,2971,384873,1515240.68,1064726.15,United Healthcare Insurance Company,VA,,,-7578909.62,2701,336520,1400243.25,996189.3
