,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
314,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,,,396272.46,263643,262202,69653710,50786215.42,264.1970771,192.6325198,,71.5645573,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,2721897.49,-4821040.08,3892116.41,150570,144350,56191661.79,43181616.75,373.1929454,286.7876519,-32.01859653,86.40529348,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,9683664.86,9941477.55,4529549.04,362361,117670,140820333.2,148106488.9,388.6188999,408.72635,27.43528567,-20.10745003
315,57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,748544,239794,103447,70489796.54,56088935.8,293.9598011,233.9046673,-10.18676393,60.05513374,Presbyterian Health Plan,NM,5375417.38,-2390195.41,620026.82,223887,88730,67521634,63807149,301.5880064,284.9971146,-10.67590083,16.59089183,Presbyterian Health Plan,NM,6321646.56,3104066.63,-786361.4,305578,62198,104992337,121102498,343.5860468,396.3063375,10.15801736,-52.72029073
316,20507,Optima Health Plan,VA,14833380.88,19660297.48,1872934.03,199052,546331,70503942,103007596,354.1986114,517.4908868,98.76965557,-163.2922754,Optima Health Plan,VA,17769218.56,42170520.55,6375531.18,412840,389074,152207789,216307264.6,368.6846938,523.9493862,102.1473708,-155.2646924,Optima Health,VA,10066985.84,48470286.14,7394826.9,410914,376152,162154869,236325046,394.6199667,575.1204534,117.9572517,-180.5004867
317,40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,3282304.3,218549,290550,71180668.95,65937328.2,325.6966124,301.7050099,19.25399837,23.99160257,Group Hospitalization and Medical Services Inc.,VA,8431776.3,11441513.48,9435152.4,195299,220770,76036999.8,85811732.92,389.3363499,439.3864429,58.58459839,-50.05009304,Group Hospitalization and Medical Services,VA,4801170.38,14829547.64,8480490.49,163568,182113,73541649.54,85930415.61,449.6090283,525.3497971,90.6628903,-75.74076879
318,61836,Coordinated Care Corporation,WA,3216434.39,-24258945.68,,232541,,71555581.14,34938041.98,307.7116773,150.2446535,-104.3211549,157.4670237,Coordinated Care Corporation,WA,4033746.83,-34636348.44,,335837,,102415296.7,52321436.15,304.9553703,155.7941387,-103.1344028,149.1612316,Coordinated Care Corporation,WA,3500298.88,-29664686.35,,363623,,109508323.2,71522097,301.1589564,196.6929952,-81.58088556,104.4659612
319,57601,Anthem Health Plans of NH(Anthem BCBS),NH,,,1238434.39,214340,50049,71643123,49031339.24,334.2498974,228.7549652,,105.4949322,Anthem Health Plans of NH(Anthem BCBS),NH,,,1336166.23,127889,45855,47145922,35682494.16,368.6472019,279.0114409,,89.63576101,Anthem Health Plans of NH(Anthem BCBS),NH,,,1894646.99,101808,43504,40831530.21,30979764.37,401.0640638,304.2959725,,96.76809131
320,83978,Aetna Life Insurance Company,GA,2623982.14,-500123.69,-3143639.65,325926,270504,71679839.36,65252933.38,219.9267299,200.2078183,-1.534470064,19.71891159,Aetna Life Insurance Company,GA,6808764.85,-14644018.02,3485222.28,248398,365173,80536607.95,68980935.36,324.2240596,277.703264,-58.95384834,46.52079562,Aetna Life Insurance Company,GA,7209783.66,-7286899.98,11869948.22,294890,332786,113626086.8,108891922.4,385.3168531,369.2628519,-24.71056998,16.05400115
321,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,8812791.52,135146,511038,73111581.68,103775430.1,540.9822095,767.8764455,243.0813131,-226.894236,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766,5736032.94,94349,713116,51681556.7,81121203.77,547.7700527,859.7992959,476.4837571,-312.0292432,"Oxford Health Insurance, Inc.",NJ,9589590.25,53596343.52,7713849.61,85642,752670,52549728.11,94329280.26,613.5976286,1101.437148,625.818448,-487.8395197
322,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,-4403583.34,258022,398671,73447699.25,70625508.48,284.6567318,273.7189406,-24.35145968,10.93779123,"CareFirst Blue Choice, Inc.",VA,9093733.33,-4690047.91,-4863412.73,291585,450153,88246618.16,84564349.17,302.6445742,290.016116,-16.08466797,12.62845822,CareFirst BlueChoice,VA,3834092.16,-2023576.08,-4478166.05,215594,461822,72803015,76863811.74,337.6857195,356.5211079,-9.386050076,-18.83538846
323,22444,Geisinger Health Plan,PA,14765963.46,1759834.57,-6627591.76,219034,138239,74406248.22,109587873.8,339.701819,500.3235744,8.034526923,-160.6217554,Geisinger Health Plan,PA,9210149.64,11417706.62,-2139258.77,247339,189426,87519010.48,115945179.4,353.8423398,468.7703088,46.16217669,-114.927969,Geisinger Health Plan,PA,5014140.76,2695562.98,-2263959.52,293115,156204,120501551.9,135014690.8,411.1067393,460.620203,9.196264197,-49.51346366
324,99308,"Humana Health Insurance Co of FL, Inc.",FL,547055.66,185940.22,-116650.43,332719,7632,74908404.3,58260377.32,225.1401462,175.1038484,0.558850622,50.03629784,"Humana Health Insurance Co of FL, Inc.",FL,1206801.28,-2261208.38,-124082.7,231548,7886,60196665.78,44044679.38,259.9748898,190.2183538,-9.765613955,69.75653601,"Humana Health Insurance Co of FL, Inc.",FL,380796.07,-2944845.74,-110820.97,137234,6407,38957988.65,28694534.48,283.8800053,209.0920215,-21.45857251,74.78798381
325,77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,6543460.93,368323,374065,75631577,79709375,205.3403589,216.4116143,11.07796472,-11.07125539,Regence BlueCross BlueShield of Oregon,OR,5234032.69,5024567.08,5570483.58,281509,290080,62826201,68324502,223.1765272,242.7080555,17.84869073,-19.5315283,Regence BlueCross BlueShield of Oregon,OR,4627308.73,1694890.09,4558873.15,175655,296113,60524893,58819381,344.5668669,334.8574251,9.648971507,9.709441804
326,84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,-72821.47,211549,65263,77520118,108667711,366.4404842,513.6763161,29.11599587,-147.2358319,"WPS Health Plan, Inc.",WI,12630278.43,1825501.39,-1158565.4,215901,43139,88373512,114331132,409.3242366,529.5535083,8.455270656,-120.2292717,"WPS Health Plan, Inc. - WI",WI,6591187.23,1171732.92,-1644601.65,205276,50887,99789965,110544386,486.1258257,538.5158811,5.70808531,-52.39005534
328,12028,Innovation Health Insurance Company,VA,8970576.3,-10851778.45,-656684.17,250797,49013,77956385.43,65164565.2,310.834601,259.829923,-43.26917168,51.00467801,Innovation Health Insurance Company,VA,9720705.61,-9421914.58,2094829.83,458023,120595,142090442.7,118565881.9,310.2255623,258.8644717,-20.57083286,51.3610906,Innovation Health Insurance Company,VA,9072744.96,-39102743.29,-3471411.72,684153,116889,206541369.6,195031076.9,301.8935378,285.0693878,-57.15496868,16.82415001
329,48396,Anthem Health Plans of ME(Anthem BCBS),ME,5456360.21,363457.73,2604015.24,220640,283531,78176738.09,75661991.76,354.318066,342.9205573,1.647288479,11.39750875,Anthem Health Plans of ME(Anthem BCBS),ME,6658488.7,-3917017.08,688516.26,260198,210436,93504165.99,86563583.55,359.3577429,332.6835085,-15.05398612,26.67423439,Anthem Health Plans of ME(Anthem BCBS),ME,3475090.31,-5023772.82,1897677.07,254456,197157,99697787.66,95569087.51,391.8075725,375.5819769,-19.74318868,16.22559558
330,29125,Tufts Associated Health Maintenance Org***,MA,9896287.04,,,159433,750718,79468831,77040674,498.4465638,483.2166114,,15.22995239,Tufts Associated Health Maintenance Org,MA,5505443.18,,,129455,606516,68889815,68596735,532.1526013,529.8886486,,2.263952725,Tufts Associated Health Maintenance Organization Inc.,MA,5199875.77,,,130483,596110,68420466,75916404,524.3630665,581.810688,,-57.44762153
331,94248,Blue Cross and Blue Shield of Kansas City,KS,11523299.72,8092802.17,1450193.47,332440,167621,80534884.03,87930153.72,242.2538925,264.4993193,24.34364749,-22.24542681,Blue Cross and Blue Shield of Kansas City,KS,10237463.22,12904886.1,827921.82,309590,114221,86715627.11,103606226.8,280.098282,334.6562447,41.68379502,-54.55796276,Blue Cross and Blue Shield of Kansas City,KS,10536962.27,14625747.47,1720681.91,474810,102731,155071646.7,176573466.6,326.5972635,371.8823668,30.80336865,-45.2851033
332,68303,Humana Insurance Company,IL,8206407.61,8268175.79,4255065.52,337863,590776,81473162.42,84036077.38,241.1426005,248.7282638,24.47197767,-7.585663301,Humana Insurance Company,IL,3778188.26,4859821.84,1632766.92,86198,397474,30799902.73,25580582.55,357.3157467,296.7653838,56.37975173,60.55036289,Humana Insurance Company,IL,0,,2376088.32,46303,312274,16672494.51,11777595.34,360.0737427,254.3592281,,105.7145146
333,77552,CareSource,OH,6919052.23,-2165055.8,,250740,,84336554,70915065.26,336.3506182,282.8231047,-8.634664593,53.52751352,Care Source,OH,9244613.09,-16752738.98,,489641,,160889855.3,130505937.4,328.587384,266.5339247,-34.21433046,62.05345937,CareSource,OH,8031608.79,-34109342.06,,676015,,212195171.4,213750194.7,313.8912175,316.1914968,-50.456487,-2.300279284
335,94084,GHMSI,MD,9970292.23,5177916.02,5641971.56,330002,350560,85024757.75,88465811.04,257.6492196,268.0765906,15.69055951,-10.42737102,GHMSI,MD,14153350.5,14549412.84,16049564.6,306744,244332,99853831.58,114469208.1,325.5282306,373.1750518,47.43177647,-47.64682119,Group Hospitalization and Medical Services,MD,7161965.94,18670711.32,18607732.84,248712,234935,97591741.46,113987929.2,392.3885517,458.3129451,75.06960388,-65.92439343
336,89942,Kaiser Foundation Health Plan of Georgia,GA,7879843.09,-745460.89,-2820212.21,292357,265388,86535871,85526652,295.9938397,292.5418307,-2.549830823,3.452009016,Kaiser Foundation Health Plan of Georgia,GA,8692894.13,2627520.08,-2393268.87,263617,242609,92779598,98734595,351.9484631,374.5380419,9.967187549,-22.58957882,"Kaiser Foundation Health Plan of Georgia, Inc.",GA,6557804.67,-16261579.31,-2129295.27,431250,127676,145327081,155618578,336.9903328,360.8546736,-37.70800999,-23.86434087
338,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,-728218.07,250366,106010,90029954,78063723,359.5933713,311.7984191,-44.81418276,47.79495219,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,10975922.03,-39306435.97,-1753706.42,591522,107302,204436285,184696053,345.6106197,312.2386877,-66.44966032,33.37193207,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",VA,6499213.85,-48146445.67,-3171646.65,760579,109760,243102908,229023660,319.6287407,301.117517,-63.30236,18.51122369
339,18973,Coventry Health Care of Iowa Inc.,IA,13395052.4,-9236606.28,-142786.86,363736,73989,90284473.3,115208838,248.2142909,316.7375184,-25.39370939,-68.52322756,Coventry Health Care of Iowa Inc.,IA,23503386.5,-10780079.07,459305.01,616196,44953,201598194.8,218553382.6,327.1656986,354.681599,-17.49456191,-27.51590046,Aetna Health Inc. (a IA corp.),IA,8633362.73,-10630845.15,-547628.54,473825,38670,180042572.3,176259533.9,379.9769373,371.9928959,-22.43622677,7.984041365
340,18628,Aetna Health Inc. (a FL corp.),FL,1205126.79,-525058.02,389940.41,404615,883049,93742793.82,71993704.55,231.6839312,177.9313781,-1.297673146,53.75255309,Aetna Health Inc. (a FL corp.),FL,10360565.46,-28025200.75,5437975.83,485275,824836,153265045.8,124845466.8,315.8313241,257.2674603,-57.75117356,58.56386379,Aetna Health Inc. (a FL corp.),FL,6467391.19,-19679828.24,6118081.67,524977,545041,187980194.5,148120335.6,358.0732003,282.1463333,-37.48702941,75.92686708
341,94815,"ConnectiCare Insurance Company, Inc. **",CT,13127918.24,-10948959.34,-7957364.87,263102,640290,94374795,81056000,358.700409,308.0782358,-41.61488449,50.62217315,"ConnectiCare Insurance Company, Inc.",CT,17822555.02,-26170707.17,-10932640.17,482538,790744,169320298,166089425.7,350.8952621,344.1996811,-54.23553621,6.695581073,"ConnectiCare Insurance Company, Inc.",CT,11523325.35,-25322894.3,-3713490.75,515079,665995,193570640.1,205709363.6,375.8076724,399.3743942,-49.16312702,-23.5667218
343,39159,Aetna Life Insurance Company,CT,5454083.6,2822391.74,2719970.89,394978,430042,98469600.06,92307381.1,249.304012,233.7025888,7.145693532,15.60142327,Aetna Life Insurance Company,CT,4544078.36,-621770.44,-610884.79,93291,433610,35918919.04,31853805.4,385.0201953,341.4456421,-6.664849128,43.57455317,Aetna Life Insurance Company,CT,1447448.75,789659.17,5293151.42,56861,402628,24941307.12,22355443.86,438.6364489,393.1595269,13.88753575,45.47692197
344,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,-1311259.94,241900,7958,101860614,157754750,421.0856304,652.1486151,-90.68228417,-231.0629847,Common Ground Healthcare Cooperative,WI,32249872.02,194955.1,-2056055.51,396688,25483,161071543,222934983.9,406.040876,561.9907431,0.491457014,-155.9498672,Common Ground Healthcare Cooperative,WI,10480129.86,-1715699.95,-1961917.58,203673,27446,88339949,113442455,433.7342161,556.9832771,-8.423796723,-123.249061
345,41304,Neighborhood Health Plan***,MA,11225924.12,,,293889,434996,104081193,100685485.5,354.1513735,342.5969856,,11.55438788,Neighborhood Health Plan,MA,25517727.66,,,590554,549573,211691538.8,269160627.4,358.462628,455.7764868,,-97.31385885,"Neighborhood Health Plan, Inc",MA,16412212.24,,,786805,642086,287761626.9,388035590.7,365.7343648,493.1788572,,-127.4444923
348,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,1050494.99,335976,500708,105525704,128600880,314.08703,382.7680549,1.74163098,-68.68102484,"First Priority Life Insurance Company, Inc.",PA,22715787.15,-3237217.38,-305360.64,470448,468163,168011577,210195605,357.1310262,446.7988067,-6.881137511,-89.6677805,First Priority Life Insurance Company,PA,10257016.46,-6653749.71,3259788.02,430439,429620,177443910,186950728,412.2393882,434.3257186,-15.45805494,-22.08633047
349,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,-7051442.97,258158,512704,105618835,86780918.26,409.1247802,336.1542864,-94.76670597,72.97049381,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,-14888625.2,179483,213554,84242801,80346158,469.3636779,447.6533042,-27.07635091,21.71037368,AmeriHealth HMO,NJ,4743483.65,-4722553.93,-13205635.95,184270,206283,87727564,79753862,476.0816411,432.8098008,-25.62844701,43.27184023
350,33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,-382153.41,542601,78728,107410604,98689530.82,197.9550425,181.8823239,-0.12388923,16.07271859,Aetna Life Insurance Company,PA,4647588.91,-9332073.48,-361486.58,217406,107344,65677880.61,54041189.78,302.097829,248.5726695,-42.9246363,53.52515952,Aetna Life Insurance Company,PA,0,-64.1,-835761.71,3432,126042,1257596.17,1435338.08,366.4324505,418.2220513,-0.018677156,-51.78960082
351,51485,Health Net Life Insurance Company,AZ,39878281.54,469.35,335791.07,383387,373703,114439203,190164372,298.495262,496.0115288,0.00122422,-197.5162669,Health Net Life Insurance Company,AZ,46215394.37,26294064.75,7584973.03,408507,346823,131907279,288203286,322.9009026,705.5039106,64.3662526,-382.603008,Health Net Life Insurance Company,AZ,2433371.07,5075983.13,6396214.81,66448,234437,16275889.84,33228323.73,244.9417566,500.0650694,76.39030716,-255.1233128
352,61430,Coventry Health and Life,KS,18150600.47,-10156545.5,-84693.06,604296,102777,120717982,136996020.5,199.7663099,226.7035037,-16.80723602,-26.93719386,Coventry Health and Life,KS,19219397.06,-18755986.82,-684315.4,641288,66865,163491388.5,187931271.1,254.9422233,293.0528422,-29.24736908,-38.11061894,Coventry Health and Life,KS,3045695.42,-11830329.41,-14621.47,182842,35293,56178091.43,49763626.23,307.2493816,272.1673698,-64.70247213,35.08201179
353,78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,26430399.01,309097,2348642,121544742,145165193.2,393.22524,469.6428409,108.4428712,-76.41760095,"Excellus Health Plan, Inc.",NY,20303711.74,44746473.2,-2719871.69,334217,2172610,147028138.9,169661735.3,439.9181936,507.6394537,133.8844918,-67.72126014,"Excellus Health Plan, Inc.",NY,6810910.87,27204905.43,-28032786.96,310171,2345481,135032997.9,139077347.2,435.350171,448.3892666,87.70937783,-13.03909553
354,19636,"HMO Louisiana, Inc.",LA,11532268.15,-12245987.34,-674763.59,337975,562886,124336446,107922906,367.8865182,319.322157,-36.23341176,48.56436127,"HMO Louisiana, Inc.",LA,18992557.99,-30654005.69,-1581186.14,599791,532442,224819726,202707594,374.8301092,337.963714,-51.10781204,36.86639513,"HMO Louisiana, Inc.",LA,11110876.79,-46288576.05,-1630163.09,830256,454954,337103824,287937814,406.0239541,346.8060622,-55.75217288,59.21789183
355,91450,"Health Net of Arizona, Inc.",AZ,26048764.45,-26088803.1,-2284176.05,567847,130857,124579161,170970269,219.3886047,301.0850969,-45.94336696,-81.69649219,"Health Net of Arizona, Inc.",AZ,12625077.68,1953496.4,-4432593.99,409710,94918,93736793,139654977.4,228.7881502,340.8629943,4.767997852,-112.0748442,"Health Net of Arizona, Inc.",AZ,4433397.9,9901556.2,-2809420.3,217218,48583,60980911.78,88094557.05,280.7359969,405.5582735,45.58349768,-124.8222766
356,88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.9,-29376578.45,328572,234100,127188051.4,122147053.1,387.0933963,371.7512542,-11.74537666,15.34214206,Health Insurance Plan of Greater New York,NY,11925482.58,5515480.63,-36417583.95,273179,197242,112500247.5,110455976.4,411.8187983,404.3355324,20.18998763,7.483265917,Health Insurance Plan of Greater New York,NY,4243862.71,8036080.89,-35246057.62,145399,195527,65575264.58,82529442.7,451.0021704,567.6066734,55.26916203,-116.6045029
357,56184,"MVP Health Plan, Inc.",NY,20053742.68,11938998.21,-2812217.01,364461,54533,127650637,129234736.3,350.2449837,354.5914002,32.75795822,-4.346416489,"MVP Health Plan, Inc.",NY,14469727.59,25548029.99,-2504923.46,391924,38763,154749651,148032955.5,394.8460696,377.7083197,65.18618403,17.13774992,MVP Health Care Inc.,NY,6428619.97,8841541.49,-2074437.38,301003,38016,132150829,128120377,439.0349232,425.6448507,29.37359923,13.39007252
358,81974,Wisconsin Physicians Svc Insurance Corp,WI,29569505.7,9253503.82,391472.58,415053,231523,129521835,159237537,312.0609537,383.6559114,22.29475228,-71.59495775,Wisconsin Physicians Svc Insurance Corp,WI,18524573.8,5160942.97,183981.2,313928,226782,114358725,146607291.6,364.2832911,467.0092875,16.43989377,-102.7259964,Wisconsin Physicians Svc Insurance Corp - WI,WI,2664058.34,4335937.83,3586360.55,87370,141045,35614469,37111942,407.6281218,424.7675632,49.6273072,-17.13944146
359,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,-663368.87,367520,514265,129839861.8,127342878.3,353.2865199,346.4923767,-16.02645426,6.794143176,Compcare Health Serv Ins Co(Anthem BCBS),WI,11971973.11,9974580.81,-212388.05,255521,452760,98165560.27,102318346.9,384.178053,400.4302852,39.03624677,-16.25223222,Compcare Health Serv Ins Co(Anthem BCBS),WI,3715370.52,2548765.78,2150353.12,188376,286577,84411697.33,76242300.81,448.1021857,404.7346839,13.53020438,43.3675018
360,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,1212948.58,473250,300717,132385147,160136586.3,279.7361796,338.3763049,13.22504355,-58.6401253,Blue Cross Blue Shield of New Mexico,NM,25478424.19,14139955.41,4123735.82,402278,245781,135578668,184280106.4,337.0272995,458.0914353,35.14971092,-121.0641357,Blue Cross Blue Shield of New Mexico,NM,515666.69,-136719.12,8888567.76,15258,189199,4283638,5521538.184,280.747018,361.8782399,-8.960487613,-81.13122192
361,26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.7,-33465842.73,218868,1915952,136455382.8,182681607.2,623.4597237,834.6656761,234.9181548,-211.2059524,"Oxford Health Plans (NY), Inc.",NY,37053494.34,75516356.91,-34043889.75,259030,1206429,159105636,239192567.1,614.2363278,923.4164657,291.535177,-309.1801378,"Oxford Health Plans (NY), Inc.",NY,19094756.11,79007342.63,-9938585.16,250546,953675,142709646.3,238892350.5,569.5945906,953.4869864,315.3406665,-383.8923958
362,38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,-545101.95,291458,122979,136470890,159303095,468.2351831,546.573074,-16.36288158,-78.33789088,"Security Health Plan of Wisconsin, Inc.",WI,31487056.36,-10390482.3,-900331.9,368674,125902,169150496,230112614,458.8077706,624.1628485,-28.18338776,-165.3550779,"Security Health Plan of Wisconsin, Inc.",WI,12567946.68,-8972947.64,-1845484.62,332132,132597,179557227,209916524,540.6200758,632.0273987,-27.01620934,-91.40732299
363,31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,-413253.52,374909,491027,136496369.6,161435614,364.0786687,430.5994628,0.343165115,-66.52079411,Highmark Blue Cross Blue Shield West Virginia,WV,33457193.36,-71601.45,1261985.57,511698,473363,213700381,278020361,417.629893,543.3289968,-0.139929118,-125.6991038,Highmark Blue Cross Blue Shield West Virginia,WV,18730898.51,2324973.19,-1377750.65,499129,409542,249405995,294749497,499.6824368,590.5276932,4.658060722,-90.84525644
364,85629,"Oxford Health Insurance, Inc.",NY,,,145248013.8,247763,4746318,136885134.4,140990494.9,552.4841659,569.0538737,,-16.56970774,"Oxford Health Insurance, Inc.",NY,,,315374419.9,175060,4079290,102949591.4,111681758.5,588.0817514,637.9627471,,-49.88099566,"Oxford Health Insurance, Inc.",NY,,,254933460.9,174601,5523175,106889163.9,113798385.4,612.1910178,651.7625065,,-39.57148871
365,62141,Celtic Insurance Company,AR,6888210.15,-8621410.48,,343956,,140041687.7,125826699.3,407.1500067,365.8220799,-25.06544581,41.32792683,Celtic Insurance Company,AR,8196167.49,-10893205.76,,511698,,178753728.3,191626223.4,349.3344283,374.4908587,-21.2883493,-25.15643036,Celtic Insurance Company,AR,4667143.01,-3996497.96,,645597,,223290186.6,250007555.2,345.8662085,387.2501812,-6.190391157,-41.38397266
366,97879,Rocky Mountain HMO,CO,54104079.51,13887675.22,-16089.07,317751,166386,143359065,192086392,451.1679428,604.5186073,43.7061574,-153.3506645,Rocky Mountain HMO,CO,32893237.64,18515843.4,-2204692.42,310694,157000,141690627,212669755,456.045585,684.499073,59.59511095,-228.453488,Rocky Mountain Health Maintenance Organization Inc,CO,8180224.47,10483559.33,-2943564.31,148133,160159,86666275,105268457,585.0571783,710.6347472,70.77126184,-125.5775688
367,30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,-250657.2,450309,399124,143510696,181347286.3,318.6938214,402.7174369,-9.505981848,-84.02361556,Blue Cross and Blue Shield of Montana,MT,29263271.43,-4708322.25,-89903.73,555866,374972,174623320.2,233970780.9,314.1464313,420.9121999,-8.470246876,-106.7657685,Blue Cross and Blue Shield of Montana,MT,17130961.48,-5337903.73,157176.77,633417,451175,240394690,259904231.6,379.5204265,410.320897,-8.427155776,-30.80047046
368,11177,MetroPlus Health Plan,NY,4200475.38,-54033594.1,-1169658.09,399516,6897,144984418,77121222.22,362.9001542,193.0366299,-135.2476349,169.8635243,MetroPlus Health Plan,NY,5191276.87,-30578616.79,-1666323.89,286497,6620,115991995.6,82911394.42,404.8628628,289.3970772,-106.7327644,115.4657856,Metro Plus Health Plan,NY,1351405.68,-30691628.34,-4170812.16,223383,11773,83008935.81,59814247.47,371.5991629,267.7654408,-137.3946466,103.8337221
369,76962,"ConnectiCare Benefits, Inc. **",CT,22088564.32,-6289036.98,,302364,,145886000,127959000,482.4846873,423.1952217,-20.7995561,59.28946568,"ConnectiCare Benefits, Inc.",CT,20637447.76,4456584.71,,439258,,194807925.7,183674757.7,443.4931764,418.1477803,10.14571097,25.3453961,"ConnectiCare Benefits, Inc.",CT,14049522.77,-1673116.38,,610498,,272887365.9,278027677.8,446.9914167,455.4112836,-2.740576349,-8.419866896
370,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.3,-5300321.87,182178.31,389176,553020,147211030,110413843.2,378.2633821,283.7118507,-13.61934413,94.55153144,Matthew Thornton Hlth Plan(Anthem BCBS),NH,8351137.21,156537.94,1480182.4,359424,436267,125557357,90778872.65,349.3293631,252.5676434,0.43552445,96.76171972,Matthew Thornton Hlth Plan(Anthem BCBS),NH,6413731.87,-454944.09,2396638.59,382940,334289,143124816.2,139348488,373.7525884,363.8911788,-1.188029691,9.86140962
371,15287,Blue Cross & Blue Shield of Rhode Island,RI,23394916.92,570729.73,2903419.54,413678,633682,147318626,143930445,356.1190733,347.9286909,1.379647286,8.190382375,Blue Cross & Blue Shield of Rhode Island,RI,11366007.86,9680258.57,5753305.59,297884,586445,117073563,118616160.3,393.017292,398.1958088,32.4967389,-5.178516805,Blue Cross & Blue Shield of Rhode Island,RI,5862148.72,6027710.92,7448774.01,333572,564385,132647006,132308391,397.6562961,396.6411779,18.0701945,1.015118175
372,80473,Group Health Cooperative,WA,25307015.16,890216.02,-1709657.09,428008,168274,148391467.6,123818071.4,346.702556,289.2891521,2.079905095,57.41340396,Group Health Cooperative,WA,15413893.81,-9944277,-3747729.11,445529,162864,155309681.9,138406445.2,348.5961226,310.6564224,-22.32015649,37.93970022,Group Health Cooperative,WA,9278483.81,-30666000.99,-5999091.94,594218,195093,201069020.1,181304314.1,338.3758488,305.1141401,-51.60732423,33.26170867
